frame,time,squat_id,state,phase,knee_angle,hip_angle,trunk_angle
94,3.136,,STANDING,,179.45829404363,2.7413694172285714,3.129080163387063
95,3.169,,STANDING,,179.4592793474303,2.794428765443985,3.1920622855673555
96,3.203,,STANDING,,179.4702884304949,2.841075476397145,3.265156030352236
97,3.236,,STANDING,,179.51796995134183,2.8552577971447226,3.3069917388102406
98,3.269,,STANDING,,179.59317826709778,2.8148968729884003,3.2973283479776327
99,3.303,,STANDING,,179.65839373718228,2.7363801901050553,3.2479537008340413
100,3.336,,STANDING,,179.69608412061785,2.6506396282579727,3.184182344635599
101,3.37,,STANDING,,179.76152203221824,2.526015409373617,3.0779077208032226
102,3.403,,STANDING,,179.8015425786378,2.4132821003705844,2.9835468805561054
103,3.436,,STANDING,,179.80523944351623,2.323336896363285,2.902051041986065
104,3.47,,STANDING,,179.83097156598947,2.245684196602415,2.83389159137806
105,3.503,,STANDING,,179.8581909986408,2.1775422346455837,2.774322303039278
106,3.536,,STANDING,,179.8663744820476,2.1352994640653344,2.73097031564957
107,3.57,,STANDING,,179.85003704173488,2.0959447272769074,2.687433450789636
108,3.603,,STANDING,,179.82759311028732,2.07602963956219,2.661459861184506
109,3.636,,STANDING,,178.834932392673,1.766338304313095,2.645349411378677
110,3.67,,STANDING,,178.05773889176223,1.5145225230638633,2.623504298664312
111,3.703,,STANDING,,177.38929529881386,1.2867245734073631,2.5994524947211146
112,3.737,,STANDING,,176.90527369027777,1.0977299191565137,2.5743791957829565
113,3.77,,STANDING,,176.6306066491251,0.9736898218252721,2.5605525862339205
114,3.803,,STANDING,,177.35782672029896,1.171401342591975,2.5663874860125153
115,3.837,,STANDING,,177.88407164193174,1.2944196032689144,2.544665354352093
116,3.87,,STANDING,,178.29969848910827,1.3786133985162237,2.519012142488878
117,3.903,,STANDING,,178.57241034963195,1.4223998365196118,2.4951217365371208
118,3.937,,STANDING,,178.62804608133965,1.3899657691059182,2.4502467849982446
119,3.97,,STANDING,,178.65863223106732,1.33986533270508,2.38592982780287
120,4.004,,STANDING,,178.62986430657094,1.282392987048402,2.338248478253042
121,4.037,,STANDING,,178.56169123818157,1.2141336261529136,2.2955557744916013
122,4.07,,STANDING,,178.48014368499375,1.135452717994363,2.2462674915406793
123,4.104,,STANDING,,178.4262695222254,1.0743205478561295,2.2036265959317687
124,4.137,,STANDING,,178.3535608809447,1.0073890169993385,2.158090177187869
125,4.17,,STANDING,,178.28169525103823,0.9663656338291169,2.1480487923884874
126,4.204,,STANDING,,178.23321599214182,0.9424895747966595,2.139314340749287
127,4.237,,STANDING,,178.18358922386665,0.9103931235147918,2.1235773097476898
128,4.27,,STANDING,,178.16248300028812,0.8730073889268504,2.0973189202252867
129,4.304,,STANDING,,178.0742974423528,0.8119014623326641,2.0722187290021647
130,4.337,,STANDING,,177.97323944541807,0.7401460461757394,2.031177084920353
131,4.371,,STANDING,,177.9523129755367,0.6977085191328433,1.9951358508665518
132,4.404,,STANDING,,178.00015186315508,0.6786885260769504,1.9601032324523093
133,4.437,,STANDING,,178.08220052635724,0.715690579977975,1.9666095142719615
134,4.471,,STANDING,,178.25310901751186,0.77839471782383,1.9703430728648432
135,4.504,,STANDING,,178.46616574136326,0.8604670118507446,1.9795622756387687
136,4.537,,STANDING,,178.64014591671864,0.920217964743115,1.9720069496890986
137,4.571,,STANDING,,178.7054147072511,0.939565671157131,1.9601830345779585
138,4.604,,STANDING,,178.69610792910063,0.9093745548260012,1.9216086092103644
139,4.637,,STANDING,,178.64414898871294,0.8561386737695613,1.8703848787729433
140,4.671,,STANDING,,178.4958788529962,0.781924599111222,1.830707391014514
141,4.704,,STANDING,,178.32419691788988,0.7149158243771774,1.8099915173888426
142,4.738,,STANDING,,178.15840592828818,0.6407422380390415,1.7736895696637898
143,4.771,,STANDING,,177.9652600150842,0.603914468378246,1.783904258654233
144,4.804,,STANDING,,177.34321822950625,0.48394707821866045,1.8446689451630216
145,4.838,,STANDING,,177.04238355765966,0.45092201790230896,1.8849177195866957
146,4.871,,STANDING,,176.80094296416922,0.40580515437707404,1.917410375275082
147,4.904,,STANDING,,176.60366605410118,0.3976585380628656,1.9774738906702454
148,4.938,,STANDING,,176.4269195935255,0.3375807570542421,1.976161760561793
149,4.971,,STANDING,,176.70918672472155,0.3904839846158301,1.9543866566250059
150,5.005,,STANDING,,176.87628096386143,0.4191074617426927,1.9619989927736907
151,5.038,,STANDING,,177.01699145005765,0.4858678642214006,2.0006562016337117
152,5.071,,STANDING,,176.64850537909192,0.45306861689717204,2.088384327803939
153,5.105,,STANDING,,176.36847803603354,0.4986667917346315,2.258189066470692
154,5.138,,STANDING,,176.40238078403087,0.6704891962191407,2.4717102467006558
155,5.171,,STANDING,,176.34479723219823,0.8399592303780283,2.732232290643224
156,5.205,,STANDING,,176.2822111066602,1.0008792462888219,2.98742372284549
157,5.238,,STANDING,,176.7276410515451,1.3002586955546007,3.2659286739184545
158,5.271,,STANDING,,177.11076678210333,1.581693951063913,3.5467465451975215
159,5.305,,STANDING,,177.1657189910435,1.7398878388249017,3.796534946985271
160,5.338,,STANDING,,177.1339503968084,1.7308008442271337,3.886201143725143
161,5.372,,STANDING,,177.09399108181645,1.674445101653578,3.9254554235902708
162,5.405,,STANDING,,177.00174452367062,1.4828901210619254,3.804622697186738
163,5.438,,STANDING,,176.76862497337908,1.0935361846520348,3.470692017782844
164,5.472,,STANDING,,176.33864535908484,0.9152380338160666,2.927814556196604
165,5.505,,STANDING,,175.6782166531285,1.1985235478323275,2.172092901375115
166,5.538,,STANDING,,174.53068678664772,2.022089233095144,1.9062865721012918
167,5.572,,STANDING,,172.80646845808766,3.6084176155933454,2.30003943501418
168,5.605,,STANDING,,170.64609727260097,5.97683053271669,3.454283294928726
169,5.638,,STANDING,,167.87091517150822,8.949595526039072,5.571148923675515
170,5.672,,STANDING,,164.73173655435465,12.292689585960538,8.68692393262253
171,5.705,,STANDING,,160.67488915546772,16.09973724941234,11.959242207922212
172,5.739,1.0,DESCENDING,START,155.82525544270175,20.207131604607916,15.174522528141376
173,5.772,1.0,DESCENDING,START,150.68221221504214,24.382876434287034,18.176535197800387
174,5.805,1.0,DESCENDING,START,145.36125190935985,28.600717908803876,20.82989802298706
175,5.839,1.0,DESCENDING,START,139.92834611178225,32.805023804266355,23.17877039851088
176,5.872,1.0,DESCENDING,START,135.1660444443263,36.475695051849456,25.179210095769015
177,5.905,1.0,DESCENDING,START,130.999313030187,39.55392075884569,26.957603384158592
178,5.939,1.0,DESCENDING,START,126.92160688030287,42.295042401376406,28.54587368072304
179,5.972,1.0,DESCENDING,START,123.14240808814603,44.68636956017603,29.963531224409554
180,6.006,1.0,DESCENDING,START,119.71794019912883,46.82972385534525,31.204783283354004
181,6.039,1.0,DESCENDING,START,116.20738631411102,49.04106231604354,32.24780194874377
182,6.072,1.0,DESCENDING,START,113.3041934275549,51.17300581466709,33.253947354436455
183,6.106,1.0,DESCENDING,START,110.52279311920115,53.398422989246306,34.241652168419826
184,6.139,1.0,DESCENDING,START,108.54851368299119,55.29847998064811,35.276275293137
185,6.172,1.0,DESCENDING,START,106.46622527490908,57.37345639074581,36.22977208830319
186,6.206,1.0,DESCENDING,START,104.81559848473364,59.41535024633227,37.32837227536798
187,6.239,1.0,DESCENDING,START,103.8804828548236,61.213204881328025,38.389597007728206
188,6.272,1.0,DESCENDING,START,103.30274826206157,62.8496797094572,39.44498900054348
189,6.306,1.0,DESCENDING,START,102.84510201092102,64.51765404691363,40.30617842274584
190,6.339,1.0,DESCENDING,START,102.95325268636186,65.54376104823632,41.15128369097217
191,6.373,1.0,DESCENDING,START,103.83406114687594,66.18279566918784,41.93415217087551
192,6.406,1.0,DESCENDING,START,107.41728978619699,66.97795864871586,42.64698103382271
193,6.439,1.0,DESCENDING,START,110.39338191554987,68.1202322386619,43.23473651037268
194,6.473,1.0,DESCENDING,START,112.57509928416316,69.55226400763635,43.720739747938396
195,6.506,1.0,DESCENDING,START,113.11876476052745,71.21317676832874,44.171595405621716
196,6.539,1.0,DESCENDING,START,111.78532011802956,72.94407810523401,44.515265537393034
197,6.573,1.0,DESCENDING,START,106.36575412033139,74.55528343275375,44.75378937853037
198,6.606,1.0,DESCENDING,START,101.36884850362318,75.56854136082677,44.99817204510855
199,6.639,1.0,DESCENDING,START,96.5679446705345,76.17783514775712,45.28202892755242
200,6.673,1.0,DESCENDING,START,93.17947675918322,76.45546835397656,45.512236743552826
201,6.706,1.0,DESCENDING,START,91.13739190767302,76.56512161936456,45.643518388082164
202,6.74,1.0,DESCENDING,START,90.26198623604218,76.3812019969546,45.74643860610809
203,6.773,1.0,BOTTOM,BOTTOM,89.98081430218342,76.11573104728326,45.77283895260829
204,6.806,1.0,ASCENDING,ASCENT,90.30087500409088,75.78005339748229,45.70384022103884
205,6.84,1.0,ASCENDING,ASCENT,90.82462171436416,75.4967314317299,45.384432370410956
206,6.873,1.0,ASCENDING,ASCENT,92.37325567560053,74.51755186027856,44.965547587017
207,6.906,1.0,ASCENDING,ASCENT,95.31181637461118,73.21792026731381,44.42159691124604
208,6.94,1.0,ASCENDING,ASCENT,98.47874108663271,71.39299559479306,43.72310470146603
209,6.973,1.0,ASCENDING,ASCENT,102.712074720743,68.70070675464788,42.70525120109413
210,7.007,1.0,ASCENDING,ASCENT,106.85400714163616,65.76572391318454,41.534519652792724
211,7.04,1.0,ASCENDING,ASCENT,110.76089939188232,62.51459135652605,40.261380945248426
212,7.073,1.0,ASCENDING,ASCENT,112.9217352544063,59.49201408093345,38.80332729787326
213,7.107,1.0,ASCENDING,ASCENT,114.79807302605181,56.43096608405392,37.06750408797764
214,7.14,1.0,ASCENDING,ASCENT,115.13043897276273,53.852396920979004,35.28715255048279
215,7.173,1.0,ASCENDING,ASCENT,116.05078997970858,50.92893842630529,33.51650877713446
216,7.207,1.0,ASCENDING,ASCENT,116.75135548034216,48.474248153662565,31.580809810333015
217,7.24,1.0,ASCENDING,ASCENT,117.93489669024439,45.91413833227297,29.626150816119765
218,7.273,1.0,ASCENDING,ASCENT,119.47931464581083,43.47345678525299,27.648658196377284
219,7.307,1.0,ASCENDING,ASCENT,121.76355520180694,40.83225284252587,25.542637926583684
220,7.34,1.0,ASCENDING,ASCENT,123.94037299627853,38.415976809978,23.33188854834924
221,7.374,1.0,ASCENDING,ASCENT,126.68654815348422,35.75420887977275,21.06682679868649
222,7.407,1.0,ASCENDING,ASCENT,129.4765222751648,33.001833266470996,18.61789291940332
223,7.44,1.0,ASCENDING,ASCENT,132.4336161062355,30.195635793385343,16.251035064040426
224,7.474,1.0,ASCENDING,ASCENT,135.9780165922201,27.20461832305063,13.989588245129974
225,7.507,1.0,ASCENDING,ASCENT,139.59353873965026,24.189192066404864,11.878188439651941
226,7.54,1.0,ASCENDING,ASCENT,143.05600528387336,21.44212784709905,9.95437401669942
227,7.574,1.0,ASCENDING,ASCENT,147.15011494928035,18.516574140994027,8.181426610457663
228,7.607,1.0,ASCENDING,ASCENT,151.51171509562005,15.480379573668483,6.405408792843477
229,7.64,1.0,ASCENDING,ASCENT,155.73722931336215,12.618473438764356,4.79310134270536
230,7.674,1.0,ASCENDING,ASCENT,160.0877345003143,9.693646332926829,3.220988570230852
231,7.707,1.0,ASCENDING,ASCENT,164.11416396416524,6.953515076618096,2.177724291707064
232,7.741,,STANDING,END,167.48916350030564,4.613833893065743,1.6814547984845496
233,7.774,,STANDING,END,170.09729232740796,2.8030860537089834,1.6788058933714598
234,7.807,,STANDING,END,171.79742431014068,1.5401539937965119,2.107135828372282
235,7.841,,STANDING,END,173.02012550829457,0.932781636891068,2.9609884085095706
236,7.874,,STANDING,END,173.73335189702394,0.7124633720639716,3.6592338303382896
237,7.907,,STANDING,END,173.97671358890983,0.7722659480402498,4.187645316288546
238,7.941,,STANDING,END,174.13496946248364,1.0081124603944331,4.694466065408932
239,7.974,,STANDING,END,174.28686525048658,1.316686026672003,5.109874458510273
240,8.008,,STANDING,END,174.38554452268278,1.5622666608936573,5.4332879839281105
241,8.041,,STANDING,END,174.57935526390997,1.8191393141035512,5.701346599754771
242,8.074,,STANDING,END,174.86818749803282,2.0695010143845005,5.929557502605227
243,8.108,,STANDING,END,175.12391584337692,2.2488493074692903,6.066895735165938
244,8.141,,STANDING,END,175.31582345450175,2.3436504892702374,6.1216898101976795
245,8.174,,STANDING,END,175.42551025515786,2.3598170912312293,6.121397058673918
246,8.208,,STANDING,END,175.39798407564012,2.3245666574563826,6.110442425497647
247,8.241,,STANDING,END,175.29983862095187,2.286161376589974,6.1105777832127215
248,8.274,,STANDING,END,175.19744822258463,2.2419200004371658,6.10037022085437
249,8.308,,STANDING,END,175.08547735089115,2.220891556313658,6.127935096740009
250,8.341,,STANDING,END,174.94327874247148,2.182958725941874,6.147178183436763
251,8.375,,STANDING,END,174.77507931954622,2.079625537441653,6.096139026705783
252,8.408,,STANDING,END,174.32890635164077,1.8467144724327138,5.977305428054952
253,8.441,,STANDING,END,173.74148125458703,1.5150297720354524,5.774783981346534
254,8.475,,STANDING,END,173.01678485461,1.1683693850248456,5.364717533931902
255,8.508,,STANDING,END,172.21881437060293,1.0080700967503842,4.783157956362282
256,8.541,,STANDING,END,171.1912884195368,1.190531760538962,3.9666286893580507
257,8.575,,STANDING,END,170.03596687619589,1.9122033871862698,2.8833385309734436
258,8.608,,STANDING,END,168.6579408622234,3.231168228939925,2.3448725590248674
259,8.641,,STANDING,END,166.9206943488634,5.164414952598146,2.477066173669912
260,8.675,,STANDING,END,164.5521037696364,7.547702831239688,3.232426538139923
261,8.708,,STANDING,END,161.47908960092548,10.35361455041316,4.702057698929062
262,8.742,2.0,DESCENDING,START,157.83326886623863,13.527086883768646,7.030190754614274
263,8.775,2.0,DESCENDING,START,153.6975222336902,16.95094244154754,9.426568672230548
264,8.808,2.0,DESCENDING,START,149.30557917260853,20.507289942520952,11.837886509020896
265,8.842,2.0,DESCENDING,START,145.11665381749697,24.138814068330134,14.351307097918141
266,8.875,2.0,DESCENDING,START,141.1251502942389,27.778502386520508,16.86377898399471
267,8.908,2.0,DESCENDING,START,137.74737254522876,31.167807945711466,19.269752494909966
268,8.942,2.0,DESCENDING,START,134.58722878814757,34.425256584371155,21.589827278367135
269,8.975,2.0,DESCENDING,START,131.57795666299305,37.482560159300164,23.71706382557351
270,9.009,2.0,DESCENDING,START,128.2320020499004,40.251072234472545,25.581123970856417
271,9.042,2.0,DESCENDING,START,125.45103368186196,42.62518148942415,27.47979984887963
272,9.075,2.0,DESCENDING,START,122.63016230781702,44.886396955250504,29.273829752604126
273,9.109,2.0,DESCENDING,START,119.8364845121545,47.22081620487944,30.942205637208595
274,9.142,2.0,DESCENDING,START,117.28802087573399,49.63456613384267,32.70177061180708
275,9.175,2.0,DESCENDING,START,115.42927150204844,51.94443216745824,34.512067172341986
276,9.209,2.0,DESCENDING,START,113.36965482799796,54.47817477705888,35.8971398330467
277,9.242,2.0,DESCENDING,START,111.05634629372848,57.30210222184941,37.08808267557883
278,9.275,2.0,DESCENDING,START,108.78936363300647,60.092271071018104,38.10521858703211
279,9.309,2.0,DESCENDING,START,107.13004502551185,62.52318808451035,38.97191404799544
280,9.342,2.0,DESCENDING,START,105.35953925319419,64.92622776573387,39.59309910474842
281,9.376,2.0,DESCENDING,START,105.72525591136953,66.46602106788055,40.341409475957576
282,9.409,2.0,DESCENDING,START,106.24410189869222,67.70272514870116,41.16446825236103
283,9.442,2.0,DESCENDING,START,106.7242065152248,68.71387703630988,42.02298460679127
284,9.476,2.0,DESCENDING,START,106.41821889544096,69.58619367999756,42.802309444382516
285,9.509,2.0,DESCENDING,START,106.1173380619437,70.44680887312207,43.55639062133758
286,9.542,2.0,DESCENDING,START,103.12398112963004,72.28448731831118,44.42850081285325
287,9.576,2.0,DESCENDING,START,99.69514849189689,74.0302551650493,45.04553145805353
288,9.609,2.0,DESCENDING,START,98.27870255816723,74.98111969493392,45.62782825895097
289,9.642,2.0,DESCENDING,START,95.93007617026822,76.58989056523154,46.02146068080218
290,9.676,2.0,DESCENDING,START,93.1509847929904,78.48617570529832,46.844873007133515
291,9.709,2.0,DESCENDING,START,90.67065284017595,80.10891613928271,47.48012455178734
292,9.743,2.0,BOTTOM,BOTTOM,88.10840244337652,81.42451505792869,48.21763979985532
293,9.776,2.0,BOTTOM,BOTTOM,84.02526654027665,83.48495310837151,48.97707239889145
294,9.809,2.0,BOTTOM,BOTTOM,81.34677562537912,84.6283307416746,49.774342354517735
295,9.843,2.0,BOTTOM,BOTTOM,79.45871934417816,85.21339700849938,50.12271165145993
296,9.876,2.0,BOTTOM,BOTTOM,78.35809105608777,85.48020419117526,50.38838131182608
297,9.909,2.0,BOTTOM,BOTTOM,78.35092060101611,85.72765388948973,50.61860842443059
298,9.943,2.0,ASCENDING,ASCENT,78.5269269776585,85.58894715553583,50.66585237740768
299,9.976,2.0,ASCENDING,ASCENT,78.8814651016635,85.62449196901125,50.739909272914396
300,10.01,2.0,ASCENDING,ASCENT,79.55274950130179,85.68823639556943,50.73705143891197
301,10.043,2.0,ASCENDING,ASCENT,80.57596824640925,85.17374014475962,50.68200936931962
302,10.076,2.0,ASCENDING,ASCENT,81.68397741146165,84.75678091239062,50.606198077688816
303,10.11,2.0,ASCENDING,ASCENT,82.80702496135612,84.24673734879525,50.479096829681374
304,10.143,2.0,ASCENDING,ASCENT,83.92727665374892,83.68633566650762,50.242059907124656
305,10.176,2.0,ASCENDING,ASCENT,85.33673643097445,82.968664001214,49.95571136657715
306,10.21,2.0,ASCENDING,ASCENT,86.7183973178031,82.43623198698512,49.565884233652504
307,10.243,2.0,ASCENDING,ASCENT,88.90513662422501,80.98822960163025,49.06396978141295
308,10.276,2.0,ASCENDING,ASCENT,90.76243373973055,79.70151537904454,48.50166847865497
309,10.31,2.0,ASCENDING,ASCENT,92.43726338217701,78.43508760426452,47.8243857960196
310,10.343,2.0,ASCENDING,ASCENT,93.90824925172902,76.87743960971822,47.15782572866982
311,10.377,2.0,ASCENDING,ASCENT,94.90482837617711,75.493402246525,46.46506541911184
312,10.41,2.0,ASCENDING,ASCENT,95.71523072747125,74.36989677545057,45.73888134483863
313,10.443,2.0,ASCENDING,ASCENT,97.10396668895088,72.51680552493569,44.79636054665274
314,10.477,2.0,ASCENDING,ASCENT,99.19068624512514,69.94908166845129,43.65152762911088
315,10.51,2.0,ASCENDING,ASCENT,101.39719444262096,67.06589267168255,42.10467098532921
316,10.543,2.0,ASCENDING,ASCENT,103.46355668657012,64.358786109542,40.645045702945765
317,10.577,2.0,ASCENDING,ASCENT,105.33085100236144,61.73524679277041,39.09384878918599
318,10.61,2.0,ASCENDING,ASCENT,107.948279280615,58.9349150439197,37.50336044293764
319,10.643,2.0,ASCENDING,ASCENT,110.06729872294655,56.315323903032024,35.79488976893655
320,10.677,2.0,ASCENDING,ASCENT,111.94087643670693,53.86828461446345,34.26782029220012
321,10.71,2.0,ASCENDING,ASCENT,114.55287735748831,50.74078265664432,32.39917668962061
322,10.744,2.0,ASCENDING,ASCENT,117.04169269104038,47.63189698692348,30.32792453275739
323,10.777,2.0,ASCENDING,ASCENT,118.95952404922814,44.874104155828434,28.274117936570367
324,10.81,2.0,ASCENDING,ASCENT,121.54231717717118,42.08120023790575,26.237102462416054
325,10.844,2.0,ASCENDING,ASCENT,124.5755279937936,39.16053846287364,24.070436551501793
326,10.877,2.0,ASCENDING,ASCENT,127.54863770214372,36.43652158165561,21.86497765764873
327,10.91,2.0,ASCENDING,ASCENT,131.09164253526922,33.47341885098064,19.6948223808801
328,10.944,2.0,ASCENDING,ASCENT,135.0249955876358,30.362140670405314,17.385288377299926
329,10.977,2.0,ASCENDING,ASCENT,138.61618762487345,27.402264890241888,15.234867188097093
330,11.011,2.0,ASCENDING,ASCENT,142.0822162143649,24.646338896104936,13.18565507229446
331,11.044,2.0,ASCENDING,ASCENT,145.96401098117934,21.781809674677596,11.271182493551734
332,11.077,2.0,ASCENDING,ASCENT,149.16317871067378,19.254994998459683,9.429472839945454
333,11.111,2.0,ASCENDING,ASCENT,152.60290279774313,16.55870229024986,7.557585109788986
334,11.144,2.0,ASCENDING,ASCENT,156.12054788902566,13.887584288287991,5.733995246667365
335,11.177,2.0,ASCENDING,ASCENT,159.65405495241288,11.1669363683943,3.884007020685666
336,11.211,2.0,ASCENDING,ASCENT,162.639380215759,8.705836572036786,2.5118194260620585
337,11.244,,STANDING,END,166.0303490330371,6.242095114068503,1.679506235181703
338,11.277,,STANDING,END,168.4569669891907,4.377611546653848,1.626652248905866
339,11.311,,STANDING,END,170.7199717083244,2.6822998026614973,2.012380523637383
