session_id,sample_idx,dt,imu0_ax,imu0_ay,imu0_az,imu0_gx,imu0_gy,imu0_gz,imu1_ax,imu1_ay,imu1_az,imu1_gx,imu1_gy,imu1_gz,ts,imu0_ax_f,imu0_gx_f,imu0_ay_f,imu0_gy_f,imu0_az_f,imu0_gz_f,imu1_ax_f,imu1_gx_f,imu1_ay_f,imu1_gy_f,imu1_az_f,imu1_gz_f
20260218_195716,20,0.01,1.456,-8.869,-4.309,-0.029406040268456373,0.04213422818791946,0.19002013422818792,-0.272,-9.794,0.245,-0.01446308724832214,0.17639597315436242,-0.05238590604026846,143279,1.3348361394463921,-0.035754893269910985,-8.854499542361227,-0.023262456082761066,-4.2533342843568365,0.17869286881528607,-0.12811215846684468,-0.02205114413467779,-9.77733803970779,0.148704128002538,0.19429571001582033,-0.05219004673640504
20260218_195716,21,0.01,1.351,-8.834,-4.356,-0.04640604026845638,-0.007865771812080537,0.1790201342281879,-0.081,-9.864,0.11,-0.016463087248322142,0.14439597315436242,-0.06538590604026845,143289,1.3099269111427378,-0.035379659214982546,-8.852039130244785,-0.018879776933714253,-4.267387923606061,0.19775167282201708,-0.10212845021164407,-0.024053204321826133,-9.786611815897283,0.15485164697997628,0.1903836264123434,-0.06434327207928747
20260218_195716,22,0.01,1.213,-8.752,-4.353,-0.05140604026845637,-0.004865771812080536,0.19502013422818792,-0.051,-9.86,0.038,-0.012463087248322142,0.17739597315436242,-0.07638590604026846,143299,1.2889474627422097,-0.03408828901964722,-8.841781336025992,-0.01751262464672143,-4.281955906076258,0.21402117675416746,-0.05679555706567877,-0.02655105555909429,-9.79474069295609,0.15560386276606877,0.18239785863533695,-0.07622116010861794
20260218_195716,23,0.01,1.049,-8.812,-4.271,-0.059406040268456375,0.023134228187919464,0.2340201342281879,-0.12,-9.888,0.102,-0.02246308724832214,0.2043959731543624,-0.08538590604026845,143309,1.273235868350492,-0.032061013299594515,-8.823709999044993,-0.0191300644531832,-4.297850593238816,0.22711961217023946,0.006181394360607623,-0.02938759626240963,-9.801422715598628,0.15191575245474637,0.16968486978618205,-0.0874630839311309
20260218_195716,24,0.01,1.041,-8.892,-4.118,-0.04740604026845638,-0.0018657718120805363,0.2540201342281879,-0.031,-9.758,0.164,-0.02146308724832214,0.17739597315436242,-0.09938590604026847,143319,1.2637672857993867,-0.029590939423683255,-8.798626899004754,-0.02313949375474471,-4.315695404987408,0.23694603505121495,0.0833640698738233,-0.0322940326718338,-9.806645667809013,0.14534604318911445,0.15183072627593822,-0.09771279634992729
20260218_195716,25,0.01,1.164,-8.796,-4.281,-0.03240604026845638,-0.05186577181208054,0.2520201342281879,0.051,-9.732,0.157,-0.03546308724832214,0.1253959731543624,-0.11538590604026847,143329,1.2608992004016888,-0.027061344125788728,-8.768026327425076,-0.028496083579451045,-4.335784468623087,0.24365960159123004,0.16996526119898148,-0.034927913868584834,-9.810630045898396,0.13780267688145634,0.1287027823772048,-0.10664439262399379
20260218_195716,26,0.01,1.305,-8.667,-4.405,-0.001406040268456376,-0.07086577181208054,0.24702013422818792,0.279,-9.748,0.097,-0.04246308724832214,0.10439597315436241,-0.11938590604026846,143339,1.2642842892345438,-0.024900415080510566,-8.733911482052404,-0.03387825331950387,-4.358000740407992,0.24763435487540997,0.2604436960243172,-0.03692702650867497,-9.81372783222356,0.13123297199738254,0.10052655900695587,-0.11398482152971359
20260218_195716,27,0.01,1.369,-8.703,-4.318,-0.005406040268456376,-0.07186577181208054,0.24902013422818792,0.55,-9.83,0.173,-0.04946308724832214,0.0553959731543624,-0.11938590604026846,143349,1.2729622545990216,-0.023521066490410882,-8.698569790713986,-0.03789600267010497,-4.381822123991461,0.24939307117892198,0.34922923581961707,-0.03797023051920151,-9.816310457127235,0.1273041248508937,0.06797079747399357,-0.11952990879444651
20260218_195716,28,0.01,1.408,-8.661,-4.356,-0.009406040268456376,-0.052865771812080534,0.2530201342281879,0.592,-9.826,0.025,-0.06046308724832214,0.04739597315436242,-0.12138590604026846,143359,1.2855822668506358,-0.02325853586210805,-8.664329593981785,-0.03929580854675328,-4.40641832930958,0.2495261634029053,0.4314637588421433,-0.037833964199863665,-9.818675345717626,0.12712622635960094,0.03220422456931601,-0.12315202834690753
20260218_195716,29,0.01,1.393,-8.603,-4.544,-0.024406040268456376,-0.05086577181208054,0.24602013422818791,0.67,-9.892,0.042,-0.06646308724832214,0.06939597315436241,-0.12238590604026846,143369,1.3006716012539294,-0.024319104210909215,-8.633325006397765,-0.03712991698430236,-4.430815253530234,0.24860441472047734,0.5036248990655038,-0.0364330746224944,-9.820985399209077,0.13106699378288925,-0.005108365169325135,-0.12479923124256996
20260218_195716,30,0.01,1.372,-8.605,-4.543,-0.025406040268456376,-0.07486577181208053,0.2260201342281879,0.703,-9.812,0.014,-0.03246308724832214,0.09939597315436241,-0.12438590604026846,143379,1.316864105363249,-0.02674966354698173,-8.607294380813393,-0.030867542460783742,-4.454086684765428,0.24709606716757299,0.5639135410162543,-0.033837434314171196,-9.823241239546393,0.1386929922047571,-0.041890334599014166,-0.12448711774114961
20260218_195716,31,0.01,1.412,-8.572,-4.543,-0.016406040268456375,-0.053865771812080535,0.2220201342281879,0.675,-9.757,-0.091,-0.008463087248322142,0.1613959731543624,-0.12838590604026845,143389,1.3330277322274515,-0.030432351971564908,-8.587432430878398,-0.02043702685613246,-4.475526203918555,0.24529923651820507,0.6123318794089935,-0.030261396634304726,-9.825280679023743,0.14884863406070123,-0.07582060397349608,-0.12228543400140221
20260218_195716,32,0.01,1.364,-8.487,-4.494,-0.02040604026845638,0.011134228187919462,0.2360201342281879,0.625,-9.748,-0.13,-0.015463087248322141,0.2023959731543624,-0.12238590604026846,143399,1.3482689264107868,-0.0351035505393193,-8.574309750410437,-0.006199341145001271,-4.494757450299837,0.24329947835076893,0.6504428709792245,-0.026030033287500948,-9.826803108470072,0.15985757909234632,-0.10456988829883533,-0.11830138573328706
20260218_195716,33,0.01,1.297,-8.535,-4.501,-0.05340604026845637,0.048134228187919466,0.2440201342281879,0.615,-9.882,-0.162,-0.017463087248322143,0.19339597315436244,-0.10538590604026846,143409,1.3618304620680608,-0.040392884102971614,-8.567866307635992,0.011135515605534923,-4.511759760661014,0.24095895244796897,0.680865816545308,-0.021531417149376633,-9.827420168943943,0.16980867824815843,-0.12607651695011676,-0.1126616083611678
20260218_195716,34,0.01,1.259,-8.612,-4.454,-0.07140604026845637,0.06813422818791948,0.24702013422818792,0.648,-9.863,-0.129,-0.015463087248322141,0.17939597315436243,-0.09738590604026846,143419,1.3729307776101238,-0.04587479006921922,-8.567475588356858,0.030627617361703552,-4.52681186486447,0.23793824168606087,0.706612025969571,-0.01716558976327909,-9.826730264564686,0.1768761074619654,-0.138822973189572,-0.10549509672332541
20260218_195716,35,0.01,1.297,-8.717,-4.549,-0.07540604026845638,0.07413422818791947,0.2390201342281879,0.621,-9.888,-0.163,-0.018463087248322144,0.2033959731543624,-0.09338590604026846,143429,1.380611446755309,-0.05112267823276439,-8.57206278352688,0.051234715635112824,-4.540376965238373,0.23374631285830483,0.7303905272884587,-0.01329854600353323,-9.824403907646143,0.17962212893689986,-0.14207238361553798,-0.0969199295249214
20260218_195716,36,0.01,1.275,-8.602,-4.666,-0.05640604026845637,0.08813422818791947,0.2250201342281879,0.53,-9.831,-0.163,-0.009463087248322139,0.23939597315436242,-0.08838590604026846,143439,1.3836600194681488,-0.05575529770592775,-8.580248377998538,0.07192370038003568,-4.552960813294871,0.22781059271150172,0.7540150134505734,-0.010226026241360334,-9.820258822037491,0.17723747858241387,-0.1360289081077157,-0.08703651991424882
20260218_195716,37,0.01,1.26,-8.589,-4.501,-0.04540604026845638,0.09913422818791948,0.21102013422818788,0.528,-9.789,-0.215,0.0005369127516778593,0.24439597315436243,-0.07438590604026846,143449,1.3806563734569623,-0.059468135459413984,-8.590486795909875,0.09175050329776682,-4.564972460981761,0.21955842981749082,0.7780227519728443,-0.008149330312531495,-9.814306155445177,0.16968406023249616,-0.12189355468815359,-0.07592894317606215
20260218_195716,38,0.01,1.376,-8.577,-4.432,-0.043406040268456375,0.10013422818791946,0.20202013422818793,0.726,-9.751,-0.146,0.0065369127516778595,0.2033959731543624,-0.06138590604026846,143459,1.3701562784883474,-0.06204848990140612,-8.601183048772437,0.10990499320417083,-4.576613589028696,0.20850218058036002,0.8015760384535742,-0.007164228212726307,-9.806760716948096,0.15771624533560666,-0.10179560236001775,-0.06367411912875218
20260218_195716,39,0.01,1.445,-8.508,-4.502,-0.057406040268456374,0.10413422818791947,0.19702013422818793,0.946,-9.831,-0.133,-0.01046308724832214,0.14439597315436242,-0.050385906040268456,143469,1.350984242280823,-0.0633779847932287,-8.61079169189858,0.12572794339568075,-4.5878215646671325,0.1943209438729307,0.8226575549445194,-0.007263419868459624,-9.798020362747577,0.142772817374996,-0.0785917927473108,-0.050357094970134804
20260218_195716,40,0.01,1.476,-8.566,-4.528,-0.07740604026845638,0.10013422818791946,0.18602013422818792,1.047,-9.812,-0.083,-0.01046308724832214,0.1203959731543624,-0.040385906040268454,143479,1.3225687635219905,-0.06342784595348577,-8.617918391388347,0.1387138170653753,-4.598287573784018,0.1769315061020031,0.8385010430328117,-0.008351743103135672,-9.78862503652009,0.12675218480426984,-0.055543444975688035,-0.03608972076529387
20260218_195716,41,0.01,1.434,-8.568,-4.723,-0.08140604026845637,0.11213422818791947,0.1760201342281879,0.94,-9.77,0.012,-0.01046308724832214,0.10639597315436242,-0.02638590604026846,143489,1.2852288332634298,-0.062250230732055864,-8.621445831536281,0.1485147452228758,-4.607554192919154,0.15653975412030868,0.8461400036718653,-0.010271200270271855,-9.779204055171247,0.1117049940714142,-0.03590454756879452,-0.0210294865079885
20260218_195716,42,0.01,1.35,-8.564,-4.747,-0.057406040268456374,0.13413422818791948,0.15402013422818794,0.985,-9.784,0.016,-0.02146308724832214,0.0533959731543624,-0.00538590604026846,143499,1.2403217620619096,-0.05996594065978995,-8.62069193089673,0.15495712277402696,-4.615167539233,0.1336631360222052,0.8429340245948986,-0.012830755517880883,-9.77041657658173,0.09949469869827042,-0.022476552618437836,-0.005395145130739265
20260218_195716,43,0.01,1.271,-8.68,-4.637,-0.042406040268456374,0.15513422818791947,0.12202013422818793,1.071,-9.73,0.157,-0.02146308724832214,-0.029604026845637586,0.01161409395973154,143509,1.1901916918967166,-0.05674787370870734,-8.615584854318111,0.1580731761683241,-4.6208328671744,0.10911618760990315,0.8269524361687387,-0.01583479584300379,-9.762889743809383,0.09148435063988238,-0.017201488071383386,0.010523845598231909
20260218_195716,44,0.01,1.137,-8.761,-4.732,-0.04740604026845638,0.21413422818791947,0.10202013422818791,0.97,-9.723,0.09,-0.03546308724832214,-0.028604026845637592,0.021614093959731538,143519,1.1379069320563724,-0.052801174121356695,-8.606814203856059,0.1581378220879493,-4.624515685481929,0.08395530632265931,0.7971462541330897,-0.0191044850371944,-9.757161332471652,0.08830592330263545,-0.020868084148370984,0.026366089402409986
20260218_195716,45,0.01,0.967,-8.776,-4.728,-0.05340604026845637,0.2511342281879195,0.07402013422818791,0.574,-9.788,0.012,-0.03746308724832214,0.07639597315436242,0.03861409395973154,143529,1.0868278901767792,-0.04834321280458778,-8.595900375978587,0.15569019635748962,-4.626447214231451,0.059385331248945836,0.7533055717928884,-0.022487838777242048,-9.75363501766701,0.08975560303035615,-0.03299157416437636,0.04170616306323981
20260218_195716,46,0.01,0.901,-8.618,-4.636,-0.030406040268456374,0.20713422818791946,0.01802013422818792,0.263,-9.726,-0.039,-0.016463087248322142,0.1553959731543624,0.05561409395973155,143539,1.0400913375318566,-0.043587055376544476,-8.585124317774113,0.15151467607956165,-4.6270246866085,0.03663787855694418,0.6958689161577924,-0.025857170079482926,-9.752554126735852,0.09483378485702208,-0.05189663054229824,0.056071685148217726
20260218_195716,47,0.01,0.908,-8.64,-4.461,-0.03140604026845638,0.13813422818791948,-0.030979865771812082,0.331,-9.728,-0.093,-0.009463087248322139,0.1273959731543624,0.06861409395973155,143549,1.0001195266591527,-0.038730676371635894,-8.577283858078701,0.14656255140568422,-4.626632705589406,0.016838370526249754,0.6257056451643666,-0.029096406527675905,-9.753994768493586,0.10191675807201454,-0.07499161616107435,0.06896871948308793
20260218_195716,48,0.01,0.882,-8.621,-4.454,-0.042406040268456374,0.12613422818791947,-0.03397986577181208,0.473,-9.807,-0.123,-0.016463087248322142,0.10639597315436242,0.07761409395973154,143559,0.9682580934103124,-0.03395198383765151,-8.57528571871564,0.1418128670668004,-4.625443164810951,0.0008833743132873864,0.5440034503264854,-0.032084570105408695,-9.757874051965903,0.10901983001762132,-0.09918340066661703,0.07991377514065666
20260218_195716,49,0.01,0.823,-8.462,-4.566,-0.044406040268456376,0.12413422818791947,-0.017979865771812077,0.445,-9.815,-0.273,-0.03346308724832214,0.1573959731543624,0.08961409395973154,143569,0.9446173273645143,-0.029407541771066886,-8.581629722966474,0.13809300695553853,-4.623267753103582,-0.010650291616822662,0.4523429314232107,-0.03468348823713885,-9.763965333964173,0.11409884147384663,-0.12135599115261092,0.08846974793826852
20260218_195716,50,0.01,0.84,-8.42,-4.522,-0.04840604026845638,0.07813422818791947,-0.018979865771812078,0.473,-9.826,-0.278,-0.03746308724832214,0.19439597315436238,0.09661409395973154,143579,0.9281476312369901,-0.02523119240959465,-8.597879135624803,0.13589699429369909,-4.619527994366026,-0.017549638445959567,0.35294804748470343,-0.03673627132540691,-9.771911072183629,0.11533879134069863,-0.13882736464157855,0.09428242547181757
20260218_195716,51,0.01,0.985,-8.538,-4.567,-0.03240604026845638,0.038134228187919464,-0.02297986577181208,0.462,-9.752,-0.16,-0.03346308724832214,0.1523959731543624,0.10161409395973155,143589,0.9169325586400655,-0.02152864211866803,-8.62422953141533,0.1352463345916319,-4.6133729035377185,-0.019958504004081196,0.24900910277731408,-0.038079044138340026,-9.781227334256265,0.11138814309002382,-0.1497077335719963,0.09711373283991993
20260218_195716,52,0.01,1.047,-8.422,-4.691,0.008593959731543624,0.06613422818791947,-0.009979865771812077,0.534,-9.699,-0.106,-0.03146308724832214,0.0903959731543624,0.10261409395973155,143599,0.9086385249292298,-0.01836658440394004,-8.659282515160557,0.13563384699343742,-4.603927025032462,-0.018325924986381564,0.14492134801025408,-0.038564083832998725,-9.791303945630219,0.1015111704325712,-0.15310811748923311,0.09686780272486477
20260218_195716,53,0.01,1.015,-8.529,-4.767,0.013593959731543623,0.10313422818791947,0.0020201342281879198,0.426,-9.716,-0.158,-0.04146308724832214,0.04739597315436242,0.09761409395973154,143609,0.9010262020742922,-0.015759561638234942,-8.700098159998173,0.13607638406689557,-4.590608557695961,-0.013323570417667263,0.04628190818273654,-0.038089440399755245,-9.80141648778725,0.08564780287065711,-0.14918407144155688,0.09360638698073648
20260218_195716,54,0.01,1.01,-8.771,-4.648,0.0015939597315436232,0.13513422818791948,0.010020134228187927,0.091,-9.735,-0.083,-0.054463087248322134,0.04939597315436242,0.08961409395973154,143619,0.8924150273282961,-0.01366177705614692,-8.742545846050156,0.1352791135412239,-4.573430629600883,-0.005748950464203299,-0.040459765186284156,-0.03662825733670101,-9.810771399122986,0.06438806899191432,-0.1390323173161858,0.08755121715195331
20260218_195716,55,0.01,0.977,-8.9,-4.68,-0.017406040268456376,0.17913422818791946,0.015020134228187917,-0.266,-9.846,-0.162,-0.056463087248322136,0.05039597315436242,0.07861409395973154,143629,0.8820059431383516,-0.011971232427891354,-8.781907312647933,0.13188649265110924,-4.5531964317857785,0.0035692646322138264,-0.10870588940015469,-0.03424993296133403,-9.818595797177437,0.03888029921581063,-0.12447629590632464,0.07907255488183708
20260218_195716,56,0.01,0.882,-8.984,-4.617,-0.023406040268456375,0.22113422818791947,0.027020134228187914,-0.558,-9.983,-0.176,-0.052463087248322146,0.030395973154362405,0.06961409395973155,143639,0.8700041781957941,-0.010549046202251408,-8.813622835278839,0.1247709431370227,-4.531522649420552,0.013850512648702688,-0.1526587332666417,-0.031125490551346766,-9.824260900989916,0.010695171343824495,-0.10777972313740006,0.06866498091745282
20260218_195716,57,0.01,0.806,-9.087,-4.52,-0.02040604026845638,0.20313422818791946,0.029020134228187916,-0.528,-9.974,-0.09,-0.02946308724832214,-0.03460402684563759,0.06261409395973154,143649,0.857530776250641,-0.009250251298297466,-8.834030631923394,0.11329726364548202,-4.510667875503638,0.02441783701140707,-0.1683051275897271,-0.027512234256621623,-9.827403594556289,-0.018335645919725804,-0.09132362074801571,0.056913024397657844
20260218_195716,58,0.01,0.824,-9.013,-4.475,-0.008406040268456375,0.15113422818791947,0.023020134228187925,-0.43,-9.858,0.02,-0.0034630872483221407,-0.07360402684563759,0.03961409395973154,143659,0.8463550082219184,-0.007957694799140503,-8.840946868543456,0.09750347758246067,-4.4931905299566255,0.03472701875392784,-0.15419312812021146,-0.023718229508060195,-9.82800048328911,-0.04629119242891076,-0.0772811730414637,0.04445032992297384
20260218_195716,59,0.01,0.833,-8.908,-4.378,-0.011406040268456378,0.10313422818791947,0.03202013422818792,-0.281,-9.733,-0.026,0.0035369127516778603,-0.06960402684563759,0.01761409395973154,143669,0.8385097175231424,-0.006609835358461704,-8.833971660866228,0.07815694725845825,-4.481502933587686,0.044372028371259,-0.1118014929348117,-0.020053707470088524,-9.826362555534756,-0.07132949661210204,-0.06732895383352018,0.031916789389275814
20260218_195716,60,0.01,0.785,-8.761,-4.241,-0.016406040268456375,0.06913422818791946,0.055020134228187925,-0.066,-9.723,0.001,-0.00646308724832214,-0.08660402684563759,0.009614093959731541,143679,0.8358640406621417,-0.005215394757676458,-8.814473419773392,0.05667297894751579,-4.4774162573425675,0.053073021473123885,-0.0454092351491341,-0.016781165575224168,-9.82305082352109,-0.09183933807863408,-0.06243691225814437,0.019918416830968413
20260218_195716,61,0.01,0.726,-8.678,-4.35,-0.03140604026845638,0.011134228187919462,0.06502013422818793,0.178,-9.775,0.028,-0.011463087248322141,-0.12160402684563759,0.009614093959731541,143689,0.8397258825581345,-0.003851015724632344,-8.785278982696243,0.03491325060253794,-4.481777938924154,0.06065407313298643,0.03849978265341516,-0.01407633066604666,-9.8187446763843,-0.10656477729929092,-0.06277435837056808,0.00899421754764856
20260218_195716,62,0.01,0.796,-8.645,-4.513,-0.009406040268456376,-0.054865771812080535,0.06202013422818793,0.495,-9.84,0.005,-0.009463087248322139,-0.1276040268456376,0.00761409395973154,143699,0.8505358610946586,-0.0026414091329802604,-8.750157428435157,0.014905384018990263,-4.4942838935603655,0.06701660058961799,0.13215351854053578,-0.012008289023814477,-9.814106438229375,-0.1146954825027539,-0.06775190220483313,-0.00040762163448618825
