imu,t_start,t_end,acc_rms,acc_var,gyro_rms,gyro_var,gyro_peak
imu0,380417,380507,0.23740961622780238,0.00010357015389111366,0.022708100142724025,1.2267555792477437e-05,0.026530284691056377
imu0,380517,380607,0.19323716053214493,0.0008545665453283857,0.01593845432471898,1.54230743423018e-05,0.02148355387248144
imu0,380617,380707,0.14051095012641532,7.423855775778643e-05,0.01663421910006645,1.803025024976352e-05,0.021903799308327965
imu0,380717,380807,0.1382644720393502,4.6954023234379574e-05,0.008611930769916417,4.147856522228334e-06,0.012150367885925334
imu0,380817,380907,0.16366749647604395,0.00010769467771587818,0.015731870623082216,3.594767408302121e-06,0.01809078964363222
imu0,380917,381007,0.20077055996494922,0.00017106715119682872,0.015742975737355964,1.624878995454896e-06,0.01792001276777565
imu0,381017,381107,0.21148814458515564,1.698551237614931e-05,0.011671334817106737,1.5365253399202062e-05,0.015808336817262788
imu0,381117,381207,0.2183069368623065,0.0002782537494494889,0.01395603131068771,1.119396029120785e-06,0.015554189815879426
imu0,381217,381307,0.22056744214413615,0.0028946710560359182,0.041393675953518505,0.0004300499538569638,0.06101807208338745
imu0,381317,381407,0.3531941510079632,0.0024538609109237127,0.045762145094265114,2.8926174479631193e-05,0.057779381661392376
imu0,381417,381507,0.2270650016729058,0.0047791904103804215,0.10350278260671868,0.0016252002495512814,0.14217377249708169
imu0,381517,381607,0.5166400427311053,0.0040612593264435755,0.14120895831359484,0.0009999697683873096,0.19514931372104455
imu0,381617,381707,0.2443132420257514,0.006081681125070725,0.13636498602827257,0.0031874838645959817,0.1993038421209021
imu0,381717,381807,0.26620845778638125,0.0008279243429449086,0.06514066449227075,0.0008414906796083869,0.11083546917450997
imu0,381817,381907,0.362585006213035,0.0011684863775768876,0.0954573470648438,0.00017542009736470806,0.11538488437132104
imu0,381917,382007,0.21006790787514618,0.000611989193177504,0.07220418153830303,0.000226411421446007,0.08868126317459743
imu0,382017,382107,0.194630880150102,0.0002250244816363115,0.03666008667749704,2.422824195491431e-05,0.04510314841951494
imu0,382117,382207,0.2477625932661293,9.687995758554014e-05,0.05191337552610165,8.547349162038854e-05,0.05990373652741635
imu0,382217,382307,0.22286568260641662,0.0003434869560198069,0.03628606543236052,0.00032124985984466087,0.05360642233517145
imu0,382317,382407,0.21855609106098844,0.0002298858540295214,0.032109358643681835,0.00010154571388840814,0.050482683285595256
imu0,382417,382507,0.2433124869948865,0.002727400155964453,0.03950642177475309,3.621173232549533e-05,0.04686054031437008
imu0,382517,382607,0.2672107489502781,0.003844532581008601,0.032668742694423936,5.573259782585025e-05,0.04308307335304513
imu0,382617,382707,0.10940167272798247,0.0001387042795904741,0.03731413110196081,9.631647259299157e-06,0.04297022076186895
imu0,382717,382807,0.1206525060305794,3.642035423262754e-05,0.04176284892143307,3.0661203885469436e-06,0.04415589925331108
imu0,382817,382907,0.1118704636342566,5.657466078451078e-05,0.031630458194437855,4.409161085996294e-05,0.04212728369582275
imu0,382917,383007,0.08226502538433147,1.9929043308033858e-05,0.023793688775528544,1.1589282592148166e-06,0.02500753959867258
imu0,383017,383107,0.05665661705140033,0.0004810365975276204,0.025652369034553917,6.486304916115246e-06,0.028811465351590404
imu0,383117,383207,0.01275271105540887,1.3083820029341817e-05,0.01281795062943898,1.0456065440153572e-05,0.019519648793672444
imu0,383217,383307,0.023841656586444205,7.041708068863362e-05,0.017384200608763858,7.4975430355550015e-06,0.02047951391479872
imu0,383317,383407,0.051007023776382936,0.0007572835162524868,0.012609966827016273,2.2267071543492846e-05,0.01808723301076974
imu0,383417,383507,0.05233494420993463,0.0003592968062587535,0.00913447375006373,1.1506567711603335e-05,0.013190706882626323
imu0,383517,383607,0.0751852514870024,0.00014632988163074804,0.012697930141334673,4.095704513236193e-06,0.015487865096352424
imu0,383617,383707,0.11468748673765869,0.0008306806926609014,0.02044513284591251,3.544129995945737e-05,0.03231597830333844
imu0,383717,383807,0.11319179519088916,0.0023873402374225893,0.08621518449188455,0.0004996888165571441,0.10579829132009064
imu0,383817,383907,0.20522442268644114,0.007856380492635536,0.14000004132700644,0.00208586401567027,0.23809512901419266
imu0,383917,384007,0.39321786846171386,0.01713015683022718,0.42033480910780974,0.004153124422886056,0.4897757911650557
imu0,384017,384107,0.5667482176208333,0.004477046800445909,0.66110246625787,0.010132562216672239,0.8125888533508322
imu0,384117,384207,1.3837971971308727,0.11563143581827524,0.942280321018952,0.0029434164847399677,1.0123705379185632
imu0,384217,384307,2.805743247881401,0.16587519347554958,1.0462630969725457,0.00018104511249443414,1.0640984090464145
imu0,384317,384407,3.755707949173169,0.15826806700044138,1.1109191211819083,0.0011086515185593012,1.1646581069078068
imu0,384417,384507,5.441532671194362,0.10045230431794468,1.2128901396004246,0.0015067403600881866,1.2837808904015848
imu0,384517,384607,6.146016047381041,0.059153676037692185,1.2963947671998914,0.0003738377301194614,1.3137219036417236
imu0,384617,384707,6.900642806546944,0.03531229152000738,1.1199869987974176,0.0044352634127545355,1.2281613942463172
imu0,384717,384807,8.031079062532797,0.25284852966790583,0.9817943324634588,0.00034743942736138717,1.0117517831212113
imu0,384817,384907,8.82878315773305,0.0024231794233282814,0.8856005305005238,0.0018462081087238808,0.939267498982497
imu0,384917,385007,9.601733953432307,0.1049582738083991,0.7219564749697375,0.0019330897646966168,0.7905471704861913
imu0,385017,385107,9.78093098768122,0.006308415134916921,0.5147475597097633,0.004818103207421477,0.6255509788555985
imu0,385117,385207,10.376291080640286,0.03342814045160505,0.35440318845283864,0.00034967667662877963,0.3903353599481599
imu0,385217,385307,10.360058012215958,0.009266803598187363,0.41155946009116934,0.0002245255314210637,0.44072710504409257
imu0,385317,385407,10.623118337795876,0.019523145887847735,0.5030139256269406,0.0009389851022968629,0.5479635888438328
imu0,385417,385507,11.054262288746688,0.033849886001654984,0.5340875943677013,0.00026662352941000196,0.5527789196859124
imu0,385517,385607,11.658624622872331,0.019668822958260758,0.44164980595623504,0.0012823520926191078,0.49522325100770026
imu0,385617,385707,12.051947429017272,0.01070676693701597,0.3157418785084263,0.001358053569829132,0.37230787022449036
imu0,385717,385807,12.60977778633939,0.04570503203518696,0.23196141126764813,0.00010372983330767358,0.2511622230813322
imu0,385817,385907,13.080571753346177,0.0017335664918822278,0.40188470069119253,0.012340938327797642,0.5721402587058573
imu0,385917,386007,12.511204839465494,0.11017371533628972,0.8196428819028472,0.015271751453854444,1.0017235097545065
imu0,386017,386107,11.203402674443105,0.17433826919292417,1.1520415520009843,0.003322702507821653,1.2195077436780073
imu0,386117,386207,9.782157118356844,0.10843556401362468,1.2817000580136038,0.0014575972686730952,1.3439031863379411
imu0,386217,386307,8.491310957313281,0.2057704960841579,1.372928035008658,5.6049332387664164e-05,1.3811836184614494
imu0,386317,386407,7.242380664909582,0.10539939767940734,1.3779514420143777,4.6451926137086556e-05,1.3866785517272797
imu0,386417,386507,5.683944918692558,0.2092352638713392,1.2962735859181826,0.0018747462184963432,1.3647202916396248
imu0,386517,386607,5.107993781973821,0.0019287522067844229,1.2270267004953455,0.0006466608012848358,1.2482731518540293
imu0,386617,386707,4.248161602652515,0.33330759626145756,1.0561014383207037,0.0039344045709860526,1.1488725028805595
imu0,386717,386807,2.973387438542096,0.005061910747684623,0.927847514727626,0.000423053640213755,0.9567001395969136
imu0,386817,386907,2.6243029551621038,0.12332681094694038,0.8563251346777206,0.004013132382243589,0.9467061204941246
imu0,386917,387007,1.4908006958793674,0.029314608709132006,0.6140022520422388,0.0057984419765421,0.7272967419066525
imu0,387017,387107,1.0902401476298638,0.01742308240822682,0.3971056787689949,0.0012682190494178393,0.4647733285989296
imu0,387117,387207,0.6595039641023178,0.013884315330623695,0.3713267306426603,0.00014528264726947705,0.3852058201770994
