session_id,sample_idx,dt,imu0_ax,imu0_ay,imu0_az,imu0_gx,imu0_gy,imu0_gz,imu1_ax,imu1_ay,imu1_az,imu1_gx,imu1_gy,imu1_gz,ts
20260212_183758,189,0.01,-1.719,9.337,-1.534,0.005,0.082,-0.043,-0.158,-10.035,0.06,-0.006,-0.07,-0.015,382307
20260212_183758,190,0.01,-1.796,9.345,-1.552,0.017,0.038,-0.037,-0.229,-9.937,0.078,-0.013,-0.063,-0.008,382317
20260212_183758,191,0.01,-1.732,9.387,-1.523,0.016,-0.037,-0.033,-0.248,-9.994,-0.001,-0.006,-0.057,-0.002,382327
20260212_183758,192,0.01,-1.631,9.387,-1.491,0.008,-0.071,-0.027,-0.196,-10.069,-0.007,-0.0,-0.047,-0.0,382337
20260212_183758,193,0.01,-1.624,9.434,-1.608,-0.001,-0.025,-0.022,-0.175,-10.071,0.124,-0.003,-0.031,-0.002,382347
20260212_183758,194,0.01,-1.706,9.397,-1.462,-0.008,0.024,-0.012,-0.154,-10.052,0.036,0.007,-0.025,0.001,382357
20260212_183758,195,0.01,-1.729,9.371,-1.451,-0.004,-0.011,-0.003,-0.188,-10.035,0.078,0.001,-0.034,0.002,382367
20260212_183758,196,0.01,-1.691,9.336,-1.57,-0.008,-0.068,-0.001,-0.175,-10.008,0.178,-0.006,-0.034,0.003,382377
20260212_183758,197,0.01,-1.673,9.34,-1.634,-0.004,-0.054,0.005,-0.182,-10.068,0.203,-0.002,-0.039,0.005,382387
20260212_183758,198,0.01,-1.7,9.349,-1.567,-0.001,-0.017,0.01,-0.251,-10.038,0.2,0.0,-0.057,0.002,382397
20260212_183758,199,0.01,-1.691,9.331,-1.506,0.008,-0.031,0.015,-0.262,-10.024,0.196,0.005,-0.052,0.003,382407
20260212_183758,200,0.01,-1.609,9.324,-1.507,0.013,-0.079,0.014,-0.274,-10.007,0.147,0.003,-0.046,0.004,382417
20260212_183758,201,0.01,-1.519,9.387,-1.45,0.017,-0.097,0.009,-0.26,-10.02,0.086,0.005,-0.06,0.005,382427
20260212_183758,202,0.01,-1.494,9.4,-1.485,0.003,-0.082,0.004,-0.234,-10.043,0.183,0.007,-0.053,0.009,382437
20260212_183758,203,0.01,-1.511,9.422,-1.519,0.007,-0.036,0.004,-0.256,-10.01,0.104,0.014,-0.06,0.006,382447
20260212_183758,204,0.01,-1.582,9.452,-1.533,-0.001,0.013,0.002,-0.323,-10.075,0.057,0.022,-0.065,0.004,382457
20260212_183758,205,0.01,-1.663,9.411,-1.503,-0.01,0.036,0.001,-0.367,-10.015,0.08,0.011,-0.056,-0.002,382467
20260212_183758,206,0.01,-1.748,9.358,-1.588,-0.011,0.038,-0.003,-0.351,-10.008,0.087,0.007,-0.049,0.001,382477
20260212_183758,207,0.01,-1.805,9.289,-1.554,-0.004,0.024,-0.003,-0.291,-10.0,0.128,-0.005,-0.046,0.0,382487
20260212_183758,208,0.01,-1.821,9.295,-1.597,0.004,0.001,-0.004,-0.319,-10.077,0.229,-0.002,-0.049,-0.001,382497
20260212_183758,209,0.01,-1.872,9.309,-1.551,0.01,0.004,-0.002,-0.367,-10.086,0.178,0.001,-0.06,-0.01,382507
20260212_183758,210,0.01,-1.878,9.313,-1.606,0.01,-0.002,0.002,-0.34,-10.004,0.202,-0.002,-0.063,-0.015,382517
20260212_183758,211,0.01,-1.847,9.29,-1.645,0.016,-0.016,-0.001,-0.37,-9.974,0.199,-0.002,-0.051,-0.013,382527
20260212_183758,212,0.01,-1.765,9.346,-1.486,0.019,-0.08,-0.003,-0.349,-10.052,0.093,0.005,-0.051,-0.011,382537
20260212_183758,213,0.01,-1.615,9.364,-1.482,0.02,-0.124,-0.005,-0.359,-10.008,0.144,0.002,-0.059,-0.019,382547
20260212_183758,214,0.01,-1.566,9.361,-1.511,0.018,-0.093,-0.003,-0.368,-9.955,0.133,0.005,-0.049,-0.019,382557
20260212_183758,215,0.01,-1.62,9.355,-1.56,0.016,-0.038,0.002,-0.309,-9.973,0.072,0.013,-0.035,-0.012,382567
20260212_183758,216,0.01,-1.625,9.448,-1.56,0.018,-0.019,0.008,-0.249,-10.052,0.063,0.018,-0.014,-0.011,382577
20260212_183758,217,0.01,-1.7,9.416,-1.573,0.025,-0.031,0.009,-0.141,-10.118,0.056,0.025,0.007,-0.012,382587
20260212_183758,218,0.01,-1.731,9.369,-1.618,0.012,-0.039,0.009,-0.134,-10.059,0.148,0.012,-0.002,-0.018,382597
20260212_183758,219,0.01,-1.716,9.321,-1.54,0.002,-0.038,0.012,-0.201,-10.034,0.104,0.008,-0.024,-0.017,382607
20260212_183758,220,0.01,-1.639,9.326,-1.529,0.0,-0.123,0.014,-0.201,-10.018,0.091,0.007,-0.039,-0.016,382617
20260212_183758,221,0.01,-1.525,9.339,-1.506,0.016,-0.126,0.015,-0.179,-10.016,0.239,0.008,-0.037,-0.013,382627
20260212_183758,222,0.01,-1.468,9.388,-1.515,0.014,-0.073,0.014,-0.284,-10.073,0.263,0.009,-0.046,-0.017,382637
20260212_183758,223,0.01,-1.503,9.391,-1.583,0.013,-0.042,0.014,-0.188,-10.056,0.201,0.017,-0.055,-0.017,382647
20260212_183758,224,0.01,-1.497,9.377,-1.638,0.022,-0.06,0.014,-0.223,-9.927,0.374,0.007,-0.046,-0.017,382657
20260212_183758,225,0.01,-1.472,9.404,-1.601,0.028,-0.048,0.013,-0.257,-10.009,0.179,0.016,-0.061,-0.008,382667
20260212_183758,226,0.01,-1.506,9.441,-1.572,0.022,-0.013,0.013,-0.132,-10.125,0.104,0.021,-0.075,-0.008,382677
20260212_183758,227,0.01,-1.574,9.407,-1.51,0.016,-0.012,0.012,-0.224,-10.025,0.237,0.007,-0.065,-0.017,382687
20260212_183758,228,0.01,-1.609,9.421,-1.469,0.016,-0.035,0.012,-0.273,-10.038,-0.047,0.015,-0.075,-0.014,382697
20260212_183758,229,0.01,-1.597,9.361,-1.506,0.005,-0.032,0.01,-0.215,-10.076,0.026,0.009,-0.071,-0.015,382707
20260212_183758,230,0.01,-1.628,9.367,-1.512,0.005,0.013,0.007,-0.263,-10.028,0.104,0.002,-0.056,-0.019,382717
20260212_183758,231,0.01,-1.653,9.368,-1.438,0.009,-0.008,0.007,-0.257,-10.045,0.03,0.009,-0.075,-0.02,382727
20260212_183758,232,0.01,-1.572,9.361,-1.558,0.017,-0.065,0.008,-0.258,-9.966,0.213,-0.003,-0.078,-0.024,382737
20260212_183758,233,0.01,-1.537,9.356,-1.641,0.016,-0.052,0.011,-0.181,-9.997,0.22,0.008,-0.063,-0.016,382747
20260212_183758,234,0.01,-1.541,9.38,-1.685,0.011,-0.009,0.015,-0.177,-10.027,0.266,0.007,-0.06,-0.014,382757
20260212_183758,235,0.01,-1.563,9.371,-1.632,0.01,-0.011,0.021,-0.095,-10.026,0.218,0.011,-0.066,-0.009,382767
20260212_183758,236,0.01,-1.545,9.369,-1.591,0.02,-0.044,0.026,-0.03,-10.089,0.218,0.015,-0.059,-0.004,382777
20260212_183758,237,0.01,-1.496,9.434,-1.564,0.03,-0.077,0.028,-0.077,-10.134,0.225,0.01,-0.071,-0.006,382787
20260212_183758,238,0.01,-1.525,9.404,-1.533,0.018,-0.075,0.028,-0.211,-10.053,0.152,-0.002,-0.069,-0.012,382797
20260212_183758,239,0.01,-1.565,9.377,-1.462,0.015,-0.047,0.029,-0.211,-10.04,0.006,-0.002,-0.083,-0.008,382807
20260212_183758,240,0.01,-1.571,9.376,-1.47,0.009,-0.042,0.027,-0.355,-9.972,0.165,-0.008,-0.092,-0.013,382817
20260212_183758,241,0.01,-1.57,9.399,-1.578,0.01,-0.051,0.022,-0.424,-9.994,0.036,0.005,-0.086,-0.011,382827
20260212_183758,242,0.01,-1.584,9.412,-1.602,0.01,-0.029,0.016,-0.385,-10.05,0.092,0.007,-0.078,-0.01,382837
20260212_183758,243,0.01,-1.564,9.394,-1.609,0.005,-0.009,0.01,-0.403,-10.004,0.205,0.003,-0.057,-0.015,382847
20260212_183758,244,0.01,-1.584,9.377,-1.545,0.009,-0.026,0.004,-0.376,-10.039,0.08,0.016,-0.048,-0.014,382857
20260212_183758,245,0.01,-1.566,9.379,-1.549,0.015,-0.074,0.003,-0.303,-10.007,0.176,0.007,-0.051,-0.018,382867
20260212_183758,246,0.01,-1.525,9.333,-1.582,0.005,-0.067,-0.001,-0.22,-10.049,0.231,0.012,-0.036,-0.018,382877
20260212_183758,247,0.01,-1.563,9.339,-1.635,0.013,-0.009,-0.002,-0.116,-10.073,0.254,0.013,-0.029,-0.023,382887
20260212_183758,248,0.01,-1.616,9.361,-1.63,0.013,0.003,-0.002,-0.093,-10.046,0.285,0.011,-0.037,-0.025,382897
20260212_183758,249,0.01,-1.584,9.375,-1.652,0.017,-0.033,-0.001,-0.059,-10.069,0.248,0.018,-0.044,-0.022,382907
20260212_183758,250,0.01,-1.511,9.394,-1.646,0.019,-0.058,-0.001,-0.075,-10.073,0.249,0.01,-0.054,-0.024,382917
20260212_183758,251,0.01,-1.482,9.364,-1.649,0.015,-0.047,0.001,-0.122,-10.076,0.254,0.001,-0.056,-0.025,382927
20260212_183758,252,0.01,-1.492,9.368,-1.598,0.012,-0.012,0.001,-0.206,-10.018,0.237,-0.007,-0.072,-0.028,382937
20260212_183758,253,0.01,-1.507,9.337,-1.527,0.007,-0.035,-0.001,-0.33,-9.979,0.194,-0.004,-0.107,-0.028,382947
20260212_183758,254,0.01,-1.448,9.392,-1.568,0.016,-0.081,-0.001,-0.373,-9.98,0.151,-0.004,-0.095,-0.022,382957
20260212_183758,255,0.01,-1.388,9.453,-1.607,0.019,-0.064,-0.002,-0.324,-10.012,0.114,0.002,-0.076,-0.017,382967
20260212_183758,256,0.01,-1.436,9.418,-1.65,0.003,0.004,-0.003,-0.208,-10.063,0.043,0.006,-0.075,-0.02,382977
20260212_183758,257,0.01,-1.595,9.391,-1.598,-0.002,0.03,-0.002,-0.16,-10.028,0.109,0.0,-0.075,-0.024,382987
20260212_183758,258,0.01,-1.64,9.345,-1.595,0.006,-0.021,0.001,-0.148,-10.031,0.146,0.002,-0.071,-0.023,382997
20260212_183758,259,0.01,-1.608,9.362,-1.57,0.02,-0.064,0.003,-0.166,-10.07,0.134,0.01,-0.075,-0.023,383007
20260212_183758,260,0.01,-1.598,9.358,-1.677,0.014,-0.051,-0.0,-0.165,-10.08,0.238,0.006,-0.068,-0.025,383017
20260212_183758,261,0.01,-1.571,9.337,-1.635,0.008,-0.013,0.001,-0.194,-10.009,0.27,0.005,-0.048,-0.026,383027
20260212_183758,262,0.01,-1.56,9.37,-1.67,0.009,-0.028,0.001,-0.15,-10.033,0.201,0.016,-0.034,-0.022,383037
20260212_183758,263,0.01,-1.443,9.374,-1.607,0.016,-0.107,-0.004,-0.152,-10.026,0.245,0.007,-0.032,-0.022,383047
20260212_183758,264,0.01,-1.346,9.392,-1.577,0.02,-0.147,-0.005,-0.096,-10.014,0.214,0.003,-0.042,-0.02,383057
20260212_183758,265,0.01,-1.373,9.346,-1.609,0.009,-0.1,-0.001,-0.233,-10.01,0.355,0.002,-0.055,-0.019,383067
20260212_183758,266,0.01,-1.423,9.386,-1.625,0.011,-0.05,-0.002,-0.181,-10.04,0.189,0.007,-0.042,-0.013,383077
20260212_183758,267,0.01,-1.45,9.43,-1.607,0.019,-0.034,-0.003,-0.173,-10.091,0.188,0.019,-0.036,-0.015,383087
20260212_183758,268,0.01,-1.476,9.433,-1.568,0.018,-0.049,-0.005,-0.193,-10.041,0.111,0.008,-0.032,-0.021,383097
20260212_183758,269,0.01,-1.466,9.444,-1.547,0.015,-0.067,-0.005,-0.146,-10.037,0.134,0.005,-0.055,-0.018,383107
20260212_183758,270,0.01,-1.512,9.41,-1.588,-0.001,-0.049,-0.006,-0.146,-10.03,0.16,-0.006,-0.076,-0.018,383117
20260212_183758,271,0.01,-1.515,9.366,-1.638,-0.002,-0.024,-0.008,-0.154,-10.059,0.177,-0.001,-0.077,-0.016,383127
20260212_183758,272,0.01,-1.546,9.374,-1.586,0.0,-0.019,-0.013,-0.196,-10.068,0.193,-0.0,-0.082,-0.021,383137
20260212_183758,273,0.01,-1.552,9.381,-1.542,0.009,-0.068,-0.014,-0.191,-10.025,0.219,-0.003,-0.073,-0.021,383147
20260212_183758,274,0.01,-1.469,9.375,-1.597,0.012,-0.104,-0.013,-0.118,-10.014,0.229,-0.005,-0.047,-0.016,383157
20260212_183758,275,0.01,-1.4,9.386,-1.619,0.012,-0.082,-0.014,-0.039,-10.033,0.245,0.007,-0.034,-0.014,383167
20260212_183758,276,0.01,-1.366,9.417,-1.574,0.011,-0.062,-0.012,-0.016,-10.035,0.329,0.013,-0.041,-0.012,383177
20260212_183758,277,0.01,-1.369,9.36,-1.549,0.009,-0.05,-0.009,0.0,-10.077,0.262,0.009,-0.032,-0.009,383187
20260212_183758,278,0.01,-1.351,9.379,-1.579,0.014,-0.033,-0.009,-0.061,-10.102,0.193,0.009,-0.029,-0.007,383197
20260212_183758,279,0.01,-1.405,9.442,-1.643,0.006,-0.028,-0.01,-0.171,-10.02,0.182,0.008,-0.033,-0.008,383207
20260212_183758,280,0.01,-1.446,9.428,-1.578,0.005,-0.038,-0.007,-0.136,-10.002,0.073,-0.003,-0.028,-0.009,383217
20260212_183758,281,0.01,-1.505,9.405,-1.603,-0.002,-0.041,-0.005,-0.163,-10.013,0.1,-0.003,-0.034,-0.005,383227
20260212_183758,282,0.01,-1.543,9.393,-1.557,-0.005,-0.041,-0.004,-0.163,-10.041,0.122,-0.01,-0.051,-0.005,383237
20260212_183758,283,0.01,-1.56,9.41,-1.574,-0.005,-0.05,-0.002,-0.185,-10.025,0.152,-0.005,-0.059,-0.003,383247
20260212_183758,284,0.01,-1.567,9.357,-1.536,-0.002,-0.042,-0.001,-0.226,-10.015,0.121,-0.005,-0.065,-0.005,383257
20260212_183758,285,0.01,-1.525,9.354,-1.64,0.008,-0.031,-0.002,-0.263,-10.002,0.132,0.001,-0.067,-0.006,383267
20260212_183758,286,0.01,-1.488,9.394,-1.564,0.015,-0.051,-0.007,-0.2,-9.995,0.124,0.005,-0.059,-0.0,383277
20260212_183758,287,0.01,-1.434,9.405,-1.576,0.03,-0.093,-0.006,-0.117,-10.065,0.22,0.003,-0.04,0.001,383287
20260212_183758,288,0.01,-1.405,9.405,-1.656,0.016,-0.119,-0.008,-0.047,-10.075,0.29,0.009,-0.024,0.0,383297
20260212_183758,289,0.01,-1.425,9.4,-1.616,0.0,-0.072,-0.013,-0.017,-10.04,0.261,0.011,-0.011,0.0,383307
20260212_183758,290,0.01,-1.429,9.389,-1.493,-0.002,-0.039,-0.014,-0.042,-10.053,0.269,0.01,-0.002,0.0,383317
20260212_183758,291,0.01,-1.328,9.433,-1.51,0.013,-0.091,-0.018,-0.171,-10.02,0.262,0.01,-0.013,0.0,383327
20260212_183758,292,0.01,-1.29,9.437,-1.558,0.01,-0.08,-0.02,-0.195,-10.043,0.183,0.009,-0.031,0.003,383337
20260212_183758,293,0.01,-1.352,9.413,-1.641,-0.001,0.001,-0.02,-0.166,-10.063,0.191,0.014,-0.028,0.004,383347
20260212_183758,294,0.01,-1.492,9.367,-1.64,-0.011,0.067,-0.019,-0.182,-10.015,0.207,0.006,-0.023,-0.0,383357
20260212_183758,295,0.01,-1.58,9.382,-1.632,-0.01,0.042,-0.021,-0.116,-10.024,0.115,-0.002,-0.021,0.002,383367
20260212_183758,296,0.01,-1.586,9.35,-1.58,-0.005,-0.03,-0.023,-0.117,-10.045,0.145,0.002,-0.046,0.002,383377
20260212_183758,297,0.01,-1.573,9.392,-1.565,0.009,-0.065,-0.022,-0.136,-10.032,0.139,-0.008,-0.068,0.002,383387
20260212_183758,298,0.01,-1.559,9.373,-1.54,0.007,-0.071,-0.017,-0.13,-10.038,0.171,-0.006,-0.077,0.003,383397
20260212_183758,299,0.01,-1.567,9.389,-1.559,0.009,-0.053,-0.014,-0.118,-10.062,0.172,0.0,-0.066,0.005,383407
20260212_183758,300,0.01,-1.552,9.399,-1.662,0.002,-0.036,-0.015,-0.146,-10.034,0.182,0.0,-0.043,0.005,383417
20260212_183758,301,0.01,-1.554,9.38,-1.616,0.007,-0.041,-0.013,-0.205,-9.995,0.178,0.003,-0.029,0.006,383427
20260212_183758,302,0.01,-1.494,9.386,-1.608,0.003,-0.061,-0.011,-0.211,-10.034,0.169,0.009,-0.025,0.009,383437
20260212_183758,303,0.01,-1.426,9.351,-1.586,-0.007,-0.091,-0.013,-0.215,-10.026,0.203,0.005,-0.019,0.008,383447
20260212_183758,304,0.01,-1.411,9.364,-1.578,0.004,-0.09,-0.016,-0.211,-10.044,0.212,0.009,-0.014,0.009,383457
20260212_183758,305,0.01,-1.47,9.404,-1.603,0.008,-0.049,-0.019,-0.151,-10.034,0.223,0.009,-0.008,0.009,383467
20260212_183758,306,0.01,-1.498,9.385,-1.566,0.002,-0.026,-0.021,-0.146,-10.024,0.212,0.015,-0.011,0.007,383477
20260212_183758,307,0.01,-1.479,9.401,-1.561,0.011,-0.039,-0.023,-0.181,-10.002,0.199,0.017,-0.02,0.008,383487
20260212_183758,308,0.01,-1.466,9.4,-1.57,0.008,-0.065,-0.023,-0.142,-10.002,0.194,0.013,-0.02,0.012,383497
20260212_183758,309,0.01,-1.414,9.377,-1.583,0.003,-0.065,-0.024,-0.065,-10.063,0.181,0.016,-0.027,0.015,383507
20260212_183758,310,0.01,-1.406,9.407,-1.637,-0.002,-0.039,-0.027,-0.087,-10.081,0.202,0.012,-0.038,0.012,383517
20260212_183758,311,0.01,-1.476,9.399,-1.639,-0.006,-0.012,-0.029,-0.074,-10.082,0.171,0.002,-0.034,0.01,383527
20260212_183758,312,0.01,-1.555,9.403,-1.663,-0.003,-0.003,-0.024,-0.097,-10.068,0.201,-0.005,-0.037,0.008,383537
20260212_183758,313,0.01,-1.582,9.388,-1.685,-0.009,-0.004,-0.021,-0.146,-10.064,0.231,-0.009,-0.043,0.008,383547
20260212_183758,314,0.01,-1.564,9.376,-1.602,-0.005,-0.01,-0.02,-0.238,-10.014,0.23,-0.015,-0.049,0.007,383557
20260212_183758,315,0.01,-1.559,9.37,-1.558,0.004,-0.033,-0.019,-0.227,-10.018,0.233,-0.009,-0.041,0.01,383567
20260212_183758,316,0.01,-1.54,9.348,-1.523,0.005,-0.062,-0.016,-0.181,-10.037,0.26,-0.004,-0.032,0.011,383577
20260212_183758,317,0.01,-1.505,9.366,-1.61,0.002,-0.078,-0.021,-0.17,-10.049,0.234,-0.0,-0.028,0.01,383587
20260212_183758,318,0.01,-1.496,9.389,-1.676,0.0,-0.055,-0.025,-0.163,-10.045,0.205,0.002,-0.033,0.008,383597
20260212_183758,319,0.01,-1.54,9.379,-1.62,0.001,-0.028,-0.028,-0.178,-10.026,0.223,0.002,-0.044,0.008,383607
20260212_183758,320,0.01,-1.533,9.397,-1.589,0.004,-0.04,-0.03,-0.23,-10.051,0.224,0.002,-0.046,0.007,383617
20260212_183758,321,0.01,-1.501,9.389,-1.634,-0.001,-0.058,-0.032,-0.236,-10.059,0.158,0.003,-0.04,0.007,383627
20260212_183758,322,0.01,-1.498,9.374,-1.579,-0.0,-0.046,-0.031,-0.256,-10.027,0.214,-0.008,-0.029,0.003,383637
20260212_183758,323,0.01,-1.503,9.38,-1.603,-0.003,-0.017,-0.033,-0.202,-10.038,0.15,-0.009,-0.012,0.005,383647
20260212_183758,324,0.01,-1.539,9.398,-1.545,0.002,-0.018,-0.037,-0.251,-10.013,0.179,-0.011,-0.013,0.004,383657
20260212_183758,325,0.01,-1.535,9.397,-1.59,-0.001,-0.056,-0.042,-0.197,-10.004,0.123,-0.009,-0.017,0.006,383667
20260212_183758,326,0.01,-1.513,9.367,-1.595,-0.004,-0.071,-0.043,-0.173,-10.038,0.173,-0.004,-0.013,0.009,383677
20260212_183758,327,0.01,-1.541,9.395,-1.59,-0.004,-0.041,-0.043,-0.213,-10.037,0.201,-0.005,-0.015,0.005,383687
20260212_183758,328,0.01,-1.619,9.346,-1.622,-0.008,-0.015,-0.042,-0.263,-10.019,0.203,0.001,-0.02,0.003,383697
20260212_183758,329,0.01,-1.596,9.331,-1.665,0.007,-0.013,-0.045,-0.349,-10.013,0.183,0.005,-0.025,0.004,383707
20260212_183758,330,0.01,-1.591,9.391,-1.638,0.016,-0.044,-0.053,-0.315,-10.043,0.138,0.008,-0.017,0.007,383717
20260212_183758,331,0.01,-1.565,9.405,-1.529,0.016,-0.092,-0.06,-0.333,-10.041,0.205,-0.002,-0.02,0.001,383727
20260212_183758,332,0.01,-1.542,9.373,-1.553,0.01,-0.091,-0.07,-0.291,-9.991,0.189,-0.002,-0.013,-0.002,383737
20260212_183758,333,0.01,-1.559,9.382,-1.602,0.003,-0.071,-0.079,-0.206,-9.991,0.199,0.002,-0.008,-0.001,383747
20260212_183758,334,0.01,-1.56,9.366,-1.597,0.003,-0.088,-0.084,-0.13,-10.02,0.239,0.006,-0.006,0.002,383757
20260212_183758,335,0.01,-1.523,9.319,-1.659,0.009,-0.107,-0.092,-0.138,-10.046,0.258,0.005,-0.017,-0.002,383767
20260212_183758,336,0.01,-1.45,9.346,-1.594,0.024,-0.107,-0.1,-0.122,-9.988,0.296,-0.002,-0.04,-0.005,383777
20260212_183758,337,0.01,-1.376,9.382,-1.517,0.021,-0.115,-0.11,-0.035,-9.96,0.331,-0.003,-0.055,0.001,383787
20260212_183758,338,0.01,-1.271,9.409,-1.5,0.015,-0.151,-0.12,0.053,-10.043,0.335,0.003,-0.072,0.01,383797
20260212_183758,339,0.01,-1.156,9.45,-1.462,0.014,-0.169,-0.123,0.089,-10.075,0.284,0.004,-0.098,0.01,383807
20260212_183758,340,0.01,-1.097,9.412,-1.517,-0.001,-0.104,-0.126,0.028,-10.03,0.279,0.002,-0.129,0.01,383817
20260212_183758,341,0.01,-1.186,9.37,-1.513,-0.013,-0.032,-0.124,-0.063,-9.957,0.288,-0.006,-0.165,0.014,383827
20260212_183758,342,0.01,-1.344,9.349,-1.519,-0.015,-0.039,-0.119,-0.227,-9.974,0.239,-0.006,-0.189,0.024,383837
20260212_183758,343,0.01,-1.396,9.334,-1.601,0.0,-0.065,-0.112,-0.422,-10.033,0.092,-0.005,-0.202,0.027,383847
20260212_183758,344,0.01,-1.421,9.331,-1.67,0.013,-0.055,-0.108,-0.523,-9.995,-0.029,-0.012,-0.194,0.027,383857
20260212_183758,345,0.01,-1.507,9.333,-1.588,0.011,-0.062,-0.111,-0.482,-9.972,-0.045,-0.013,-0.157,0.033,383867
20260212_183758,346,0.01,-1.596,9.3,-1.533,0.013,-0.13,-0.11,-0.514,-9.927,0.112,-0.019,-0.107,0.037,383877
20260212_183758,347,0.01,-1.669,9.245,-1.499,0.008,-0.184,-0.104,-0.511,-9.99,0.099,0.001,-0.046,0.044,383887
20260212_183758,348,0.01,-1.756,9.211,-1.551,0.0,-0.189,-0.098,-0.5,-10.044,0.102,0.005,-0.004,0.042,383897
20260212_183758,349,0.01,-1.901,9.267,-1.545,0.004,-0.198,-0.091,-0.542,-9.996,0.251,-0.006,0.024,0.034,383907
20260212_183758,350,0.01,-1.869,9.181,-1.48,-0.008,-0.259,-0.09,-0.705,-9.994,0.267,0.002,0.029,0.024,383917
20260212_183758,351,0.01,-1.822,9.131,-1.381,0.011,-0.332,-0.097,-0.744,-10.03,0.136,0.003,0.025,0.013,383927
20260212_183758,352,0.01,-1.63,9.009,-1.247,0.023,-0.433,-0.117,-0.598,-9.929,0.075,-0.011,-0.001,0.002,383937
20260212_183758,353,0.01,-1.446,9.296,-1.14,0.059,-0.56,-0.145,-0.244,-9.955,0.166,-0.006,-0.016,0.005,383947
20260212_183758,354,0.01,-1.198,9.351,-1.377,0.013,-0.662,-0.18,0.084,-10.019,0.456,0.004,0.013,0.007,383957
20260212_183758,355,0.01,-0.976,9.466,-1.49,-0.018,-0.606,-0.207,0.173,-10.16,0.439,0.04,0.003,0.001,383967
20260212_183758,356,0.01,-0.864,9.407,-1.421,-0.041,-0.434,-0.226,0.001,-10.223,0.243,0.05,-0.046,-0.016,383977
20260212_183758,357,0.01,-0.864,9.435,-1.239,-0.085,-0.301,-0.252,-0.166,-10.148,0.083,0.034,-0.103,-0.029,383987
20260212_183758,358,0.01,-0.882,9.422,-1.316,-0.064,-0.323,-0.307,-0.145,-10.125,0.122,0.023,-0.144,-0.029,383997
20260212_183758,359,0.01,-0.854,9.381,-1.497,-0.041,-0.396,-0.352,-0.139,-10.305,0.286,0.021,-0.144,-0.029,384007
20260212_183758,360,0.01,-0.927,9.35,-1.43,-0.048,-0.298,-0.393,0.049,-10.417,0.281,0.02,-0.116,-0.046,384017
20260212_183758,361,0.01,-1.058,9.395,-1.309,-0.079,-0.269,-0.428,0.202,-10.282,0.325,-0.01,-0.113,-0.073,384027
20260212_183758,362,0.01,-1.146,9.302,-1.273,-0.107,-0.292,-0.469,0.264,-10.086,0.431,-0.022,-0.131,-0.084,384037
20260212_183758,363,0.01,-1.336,9.339,-0.885,-0.071,-0.353,-0.522,0.187,-10.037,0.296,-0.016,-0.162,-0.081,384047
20260212_183758,364,0.01,-1.266,9.477,-1.111,-0.051,-0.487,-0.57,0.44,-9.939,0.014,-0.017,-0.224,-0.071,384057
20260212_183758,365,0.01,-1.32,9.392,-1.198,-0.054,-0.472,-0.612,0.468,-9.867,0.207,-0.027,-0.289,-0.06,384067
20260212_183758,366,0.01,-1.217,9.412,-1.225,-0.079,-0.407,-0.652,0.266,-9.842,0.104,-0.027,-0.332,-0.042,384077
20260212_183758,367,0.01,-1.302,9.458,-1.431,-0.17,-0.287,-0.715,-0.068,-9.833,-0.2,-0.001,-0.357,-0.026,384087
20260212_183758,368,0.01,-1.536,9.188,-1.04,-0.203,-0.256,-0.739,-0.51,-9.686,-0.26,-0.009,-0.378,-0.01,384097
20260212_183758,369,0.01,-1.777,9.013,-1.037,-0.135,-0.328,-0.753,-0.665,-9.946,-0.544,0.017,-0.319,0.015,384107
20260212_183758,370,0.01,-2.066,9.035,-1.077,-0.104,-0.399,-0.773,-0.434,-10.58,-0.45,0.081,-0.276,0.014,384117
20260212_183758,371,0.01,-2.423,8.902,-0.907,-0.133,-0.403,-0.801,-0.392,-10.3,0.219,0.044,-0.183,-0.032,384127
20260212_183758,372,0.01,-2.585,9.02,-1.049,-0.085,-0.332,-0.834,0.011,-9.549,-0.322,0.007,-0.048,-0.038,384137
20260212_183758,373,0.01,-2.824,9.31,-0.933,-0.024,-0.279,-0.863,0.665,-9.612,-0.474,0.058,-0.095,0.002,384147
20260212_183758,374,0.01,-3.153,9.485,-1.263,-0.031,-0.381,-0.889,0.457,-9.924,0.333,0.057,-0.12,0.026,384157
20260212_183758,375,0.01,-3.101,9.263,-1.658,-0.13,-0.606,-0.914,0.721,-10.094,0.548,0.078,-0.054,0.06,384167
20260212_183758,376,0.01,-2.776,8.943,-1.809,-0.11,-0.651,-0.896,0.284,-10.024,0.804,0.077,-0.073,0.057,384177
20260212_183758,377,0.01,-2.77,8.757,-1.925,-0.111,-0.546,-0.87,-0.291,-9.861,0.351,0.075,-0.073,0.059,384187
20260212_183758,378,0.01,-2.877,8.772,-1.256,-0.121,-0.539,-0.845,-0.891,-9.935,0.213,0.087,-0.081,0.066,384197
20260212_183758,379,0.01,-2.922,8.57,-1.527,-0.172,-0.553,-0.845,-1.305,-9.9,0.096,0.094,-0.054,0.077,384207
20260212_183758,380,0.01,-3.066,8.368,-1.625,-0.176,-0.578,-0.841,-1.248,-9.808,0.047,0.105,0.03,0.106,384217
20260212_183758,381,0.01,-3.275,8.423,-0.922,-0.105,-0.601,-0.859,-0.875,-9.57,0.274,0.073,0.186,0.128,384227
