squat_id,descent_time,ascent_time,total_time,tempo_ratio,min_knee,max_trunk
1,0.6006,1.1678333333333342,1.7684333333333342,0.5142857142857139,76.22496816742728,51.65997281079201
2,0.7006999999999994,1.534866666666666,2.2355666666666654,0.45652173913043465,71.5379010549076,55.625729937918095
3,0.5338666666666665,1.6015999999999995,2.135466666666666,0.3333333333333333,65.73698082242126,54.927464025694555
4,0.5338666666666683,1.3346666666666636,1.8685333333333318,0.40000000000000213,70.94161936838546,59.69947393294196
