time,knee_raw,knee_smooth,hip_raw,hip_smooth,trunk_raw,trunk_smooth
1.1011,24.456178616698825,24.456178616698825,142.62939188566213,142.62939188566213,2.572469685476768,2.572469685476768
1.1344666666666667,97.69308634585374,61.07463248127628,58.104452588425794,100.36692223704397,0.9658162241870949,1.7691429548319315
1.1678333333333333,99.06146475621377,73.73690990625545,63.476113586490996,88.06998602019297,4.029910705958334,2.522732205207399
1.2012,124.74822689941871,86.48973915454627,174.35872007904987,109.6421695349072,2.284156743929673,2.4630883398879675
1.2345666666666666,153.02365516008322,99.79652235565365,4.129731661710364,88.53968196026783,1.907947344281999,2.3520601407667736
1.2679333333333334,174.12061267974238,129.72940916826238,2.082912459472712,60.43038607502994,2.632376332552376,2.364041470181895
1.3013000000000001,178.0221520311039,145.7952223053124,0.9646316297476922,49.00242188329433,3.963022149402648,2.963482655225006
1.3346666666666667,179.6891071869713,161.92075079146392,0.7965753674399593,36.46651423948412,1.159045058065088,2.3893095256463566
1.5682333333333334,177.03859047777556,172.37882350713528,1.0908869043288494,1.8129476045399155,5.604588002898976,3.0533957774402176
1.6016000000000001,175.9654982446899,176.9671921240566,0.5551920527580445,1.0980396827494516,3.696854603815062,3.41117722934683
1.6349666666666667,175.88829509971654,177.32072860805144,0.3925374736828574,0.7599646855914806,3.843954962980138,3.6534929554323825
1.6683333333333334,164.56977524211402,174.63025325025347,0.41038639283425954,0.649115638208794,1.4247728168419926,3.1458430889202513
1.7017,172.46941734068193,173.1863152809956,6.319698147595941,1.7537401942399904,11.58107785490791,5.230249648288816
1.7350666666666668,175.76742983022024,172.93208315148453,4.847070998293434,2.5049770130329074,4.49521550560917,5.008375148830854
1.7684333333333333,179.77025648068812,173.69303479868415,6.674082112115528,3.728755024904404,9.001423229665418,6.069288874000925
1.8018,174.93072275961725,173.50152033066428,6.675558934846987,4.985359317137229,15.82018950553896,8.464535782512689
1.8351666666666666,177.32760773827545,176.05308682989659,6.400961945315825,6.183474427633543,13.680129309737477,10.915607081091787
1.8685333333333334,171.6106758363949,175.8813385290392,5.062008458963558,5.931936489907066,14.727404485400756,11.544872407190356
1.9019,178.42267383418178,176.4123873298315,8.367040705922667,6.635930431432913,14.969695102165963,13.639768326501713
1.9352666666666667,176.9948424625532,175.8573045262045,6.35933956516621,6.57298192204305,13.286690610439539,14.496821802656537
1.9686333333333335,176.9777692373806,176.26671382175715,6.087542368995897,6.455378608872832,12.703895383133906,13.873562978175531
2.0020000000000002,175.22710866514058,175.8466140071302,5.72556790925082,6.32029980165983,12.077364216149457,13.553009959457924
2.0353666666666665,175.2244318252843,176.5693652049081,5.492338291516129,6.406365768170344,11.438278879141913,12.895184838206154
2.0687333333333333,174.69416402957677,175.8236632439871,5.391500727645923,5.811257772514995,10.945294707312925,12.090304759235547
2.1021,173.4379410115514,175.11228295378675,3.5381767858974897,5.247025216661251,7.8419786055297145,11.001362358253584
2.135466666666667,175.48289460328596,174.8133080269678,3.542487887451456,4.738014320352365,6.667543239235181,9.794091929473838
2.168833333333333,179.3611348342373,175.64011326078713,4.233073121731167,4.439515362848432,6.652446006226991,8.709108287489345
2.2022,174.80294482434104,175.5558158605985,6.664389786568968,4.673925661859,6.7195873083824855,7.765369973337459
2.2355666666666667,175.55247527178219,175.72747810903957,0.44601432411472686,3.6848283811527613,8.300964876112564,7.236504007097388
2.2689333333333335,179.47215805330123,176.93432151738955,2.712148000800378,3.5196226241333393,9.039156168582478,7.47593951970794
2.3023000000000002,176.66888035708087,177.1715186681485,0.02385942869496436,2.8158969323820404,3.5063277002242423,6.843696411905752
2.3356666666666666,175.85276260993822,176.4698442232887,1.7554130621753279,2.3203649204708734,0.07708597411620469,5.528624405483595
2.3690333333333333,175.06548229679726,176.52235171777994,3.780774403175629,1.743641843792205,2.8728323035829715,4.759273404523692
2.4024,174.57558753938963,176.3269741713014,5.050019043347055,2.664442787638671,4.6522108842108425,4.029522606143347
2.435766666666667,173.10747459780129,175.05403748020143,6.114458559790088,3.344904899436613,6.853976844610673,3.592486741348987
2.469133333333333,175.27217355978564,174.77469612074242,5.867950430950422,4.513723099887704,7.38788298153057,4.368797797610252
2.5025,175.7429445107599,174.75273250090675,3.247448878980228,4.812130263248685,3.1217655365091104,4.977733710088833
2.5358666666666667,175.6306743328602,174.86577090811934,7.081290872602747,5.472233557134109,10.598303699717775,6.522827989315795
