squat_id,descent_time,ascent_time,total_time,tempo_ratio,min_knee,max_trunk
1,1.0339999999999998,0.968,2.002,1.0681818181818181,89.98081430218342,45.77283895260829
2,1.0009999999999994,1.5009999999999994,2.501999999999999,0.6668887408394403,78.35092060101611,50.739909272914396
3,0.8010000000000002,1.3010000000000002,2.1020000000000003,0.6156802459646427,77.5661761140212,63.00925590627909
4,1.5020000000000007,1.600999999999999,3.1029999999999998,0.9381636477201758,69.44889243748447,52.273254534108204
5,1.0009999999999977,1.1340000000000003,2.134999999999998,0.8827160493827138,88.41112086028718,49.755192897031506
6,1.1679999999999993,1.368000000000002,2.5360000000000014,0.8538011695906415,79.2962831024796,50.741518689541614
7,1.3339999999999996,1.4349999999999987,2.7689999999999984,0.9296167247386765,81.64309900958189,48.550148387386265
