frame,time,squat_id,state,phase,knee_angle,hip_angle,trunk_angle,dtheta,phase_new,phase_percent_new
66,2.202,,STANDING,,178.67966779789674,2.8478416300317786,3.580207682075835,2.5054735736185307,STABLE,
67,2.235,,STANDING,,178.75683818829188,2.8878091283163347,3.60333715580533,2.315111711854172,STABLE,
68,2.268,,STANDING,,178.80435183063577,2.9066987282046317,3.6050637338728775,1.4254092703166066,STABLE,
69,2.302,,STANDING,,178.86479722715745,2.92831382243672,3.6005990027118195,1.813361895650587,STABLE,
70,2.335,,STANDING,,178.91930154783137,2.9355925571030346,3.5820591705309823,1.6351296202174126,STABLE,
71,2.369,,STANDING,,178.9610500151859,2.9328208190579046,3.5480783797502853,1.252454020635696,STABLE,
72,2.402,,STANDING,,178.98561107256782,2.897437971308021,3.474062933653502,0.7368317214579179,STABLE,
73,2.435,,STANDING,,179.06150543352788,2.840836029395862,3.3606477646527666,2.2768308288019057,STABLE,
74,2.469,,STANDING,,179.1267906752594,2.7611536052771264,3.2274095290179843,1.9585572519454786,STABLE,
75,2.502,,STANDING,,179.15284412935864,2.650038809720912,3.0728509666340664,0.7816036229772294,STABLE,
76,2.535,,STANDING,,179.16197071673508,2.520706916816195,2.912181060986572,0.27379762129328356,STABLE,
77,2.569,,STANDING,,179.26320379555264,2.450280957034166,2.7915960083651097,3.036992364526725,STABLE,
78,2.602,,STANDING,,179.380760475427,2.40600773731087,2.710669508589307,3.5267003962306376,STABLE,
79,2.635,,STANDING,,179.4681984749342,2.3669878477921795,2.637101176386886,2.6231399852164827,STABLE,
80,2.669,,STANDING,,179.5508862246011,2.3388515737626348,2.5800787880796845,2.4806324900066556,STABLE,
81,2.702,,STANDING,,179.6617951464611,2.3371316797142265,2.548970108810868,3.3272676557996306,STABLE,
82,2.736,,STANDING,,179.72905462194657,2.3586843399412927,2.542454328711083,2.0177842645645683,STABLE,
83,2.769,,STANDING,,179.6770515590299,2.3701231625798647,2.5454765484703934,-1.5600918875000502,STABLE,
84,2.802,,STANDING,,179.65921193097577,2.373557741956507,2.550394790246794,-0.5351888416240058,STABLE,
85,2.836,,STANDING,,179.683903391642,2.4017146311754303,2.5810239115438027,0.7407438199865624,BOTTOM,
86,2.869,,STANDING,,179.70325027695844,2.4287815232892767,2.621398469905017,0.5804065594935537,STABLE,
87,2.902,,STANDING,,179.68398823271576,2.419637397141506,2.6581818588030406,-0.5778613272804023,STABLE,
88,2.936,,STANDING,,179.720037554183,2.412416823701673,2.701938614095593,1.0814796440169516,BOTTOM,
89,2.969,,STANDING,,179.71104912231445,2.440046488200544,2.7638312025178067,-0.26965295605634765,STABLE,
90,3.003,,STANDING,,179.69077844506756,2.476135340743264,2.8330747858357275,-0.6081203174065308,STABLE,
91,3.036,,STANDING,,179.64150986125455,2.522414400865069,2.8944117687971223,-1.478057514390514,STABLE,
92,3.069,,STANDING,,179.56342994169552,2.5912585578991063,2.966232778811018,-2.3423975867709146,STABLE,
93,3.103,,STANDING,,179.4925208043225,2.66604074661499,3.04327673789807,-2.1272741211902257,STABLE,
94,3.136,,STANDING,,179.45829404363,2.7413694172285714,3.129080163387063,-1.026802820775572,STABLE,
95,3.169,,STANDING,,179.4592793474303,2.794428765443985,3.1920622855673555,0.029559114009600762,BOTTOM,
96,3.203,,STANDING,,179.4702884304949,2.841075476397145,3.265156030352236,0.3302724919373645,STABLE,
97,3.236,,STANDING,,179.51796995134185,2.8552577971447226,3.306991738810241,1.430445625408936,STABLE,
98,3.269,,STANDING,,179.59317826709778,2.8148968729884003,3.2973283479776327,2.2562494726778937,STABLE,
99,3.303,,STANDING,,179.65839373718228,2.7363801901050557,3.2479537008340413,1.9564641025348806,STABLE,
100,3.336,,STANDING,,179.69608412061783,2.6506396282579727,3.184182344635599,1.1307115030663795,STABLE,
101,3.37,,STANDING,,179.76152203221824,2.526015409373617,3.0779077208032226,1.963137348012367,STABLE,
102,3.403,,STANDING,,179.8015425786378,2.4132821003705844,2.9835468805561054,1.200616392586653,STABLE,
103,3.436,,STANDING,,179.80523944351623,2.323336896363285,2.902051041986065,0.11090594635305706,STABLE,
104,3.47,,STANDING,,179.83097156598947,2.245684196602415,2.83389159137806,0.771963674197309,STABLE,
105,3.503,,STANDING,,179.8581909986408,2.177542234645584,2.774322303039278,0.8165829795396462,STABLE,
106,3.536,,STANDING,,179.8663744820476,2.1352994640653344,2.73097031564957,0.2455045022043123,STABLE,
107,3.57,,STANDING,,179.85003704173488,2.0959447272769074,2.687433450789636,-0.4901232093817498,STABLE,
108,3.603,,STANDING,,179.82759311028732,2.07602963956219,2.661459861184506,-0.673317943426639,STABLE,
109,3.636,,STANDING,,178.834932392673,1.766338304313095,2.645349411378677,-29.77982152842941,DESCENT,
110,3.67,,STANDING,,178.05773889176223,1.5145225230638633,2.623504298664312,-23.315805027323506,DESCENT,
111,3.703,,STANDING,,177.38929529881386,1.2867245734073631,2.5994524947211146,-20.053307788450923,DESCENT,
112,3.737,,STANDING,,176.90527369027777,1.0977299191565135,2.5743791957829565,-14.520648256082893,DESCENT,
113,3.77,,STANDING,,176.6306066491251,0.973689821825272,2.5605525862339205,-8.240011234580038,DESCENT,
114,3.803,,STANDING,,177.35782672029896,1.171401342591975,2.5663874860125158,21.816602135215817,BOTTOM,
115,3.837,,STANDING,,177.88407164193174,1.2944196032689144,2.544665354352093,15.787347648983427,ASCENT,
116,3.87,,STANDING,,178.29969848910827,1.3786133985162237,2.519012142488878,12.468805415295776,ASCENT,
117,3.903,,STANDING,,178.57241034963195,1.4223998365196118,2.4951217365371208,8.18135581571056,ASCENT,
118,3.937,,STANDING,,178.62804608133965,1.3899657691059182,2.450246784998245,1.669071951230876,STABLE,
119,3.97,,STANDING,,178.65863223106732,1.33986533270508,2.38592982780287,0.9175844918300413,STABLE,
120,4.004,,STANDING,,178.62986430657094,1.282392987048402,2.338248478253042,-0.8630377348913498,STABLE,
121,4.037,,STANDING,,178.56169123818157,1.2141336261529136,2.2955557744916013,-2.045192051681113,STABLE,
122,4.07,,STANDING,,178.48014368499375,1.135452717994363,2.2462674915406797,-2.4464265956345344,STABLE,
123,4.104,,STANDING,,178.4262695222254,1.0743205478561295,2.2036265959317687,-1.6162248830505632,STABLE,
124,4.137,,STANDING,,178.3535608809447,1.0073890169993385,2.158090177187869,-2.181259238420523,STABLE,
125,4.17,,STANDING,,178.28169525103823,0.9663656338291168,2.1480487923884874,-2.155968897194498,STABLE,
126,4.204,,STANDING,,178.23321599214182,0.9424895747966596,2.139314340749287,-1.4543777668922075,STABLE,
127,4.237,,STANDING,,178.18358922386665,0.9103931235147918,2.1235773097476898,-1.4888030482552495,STABLE,
128,4.27,,STANDING,,178.16248300028812,0.8730073889268504,2.0973189202252867,-0.6331867073558328,STABLE,
129,4.304,,STANDING,,178.0742974423528,0.8119014623326641,2.0722187290021647,-2.6455667380599834,STABLE,
130,4.337,,STANDING,,177.97323944541807,0.7401460461757394,2.031177084920353,-3.031739908041402,STABLE,
131,4.371,,STANDING,,177.9523129755367,0.6977085191328433,1.995135850866552,-0.627794096441221,STABLE,
132,4.404,,STANDING,,178.00015186315508,0.6786885260769504,1.960103232452309,1.4351666285514852,BOTTOM,
133,4.437,,STANDING,,178.08220052635724,0.715690579977975,1.9666095142719613,2.4614598960647527,STABLE,
134,4.471,,STANDING,,178.25310901751186,0.77839471782383,1.9703430728648432,5.127254734638598,ASCENT,
135,4.504,,STANDING,,178.46616574136326,0.8604670118507446,1.9795622756387687,6.391701715541842,ASCENT,
136,4.537,,STANDING,,178.64014591671864,0.920217964743115,1.9720069496890984,5.2194052606614605,ASCENT,
137,4.571,,STANDING,,178.7054147072511,0.939565671157131,1.9601830345779585,1.958063715973708,STABLE,
138,4.604,,STANDING,,178.69610792910063,0.9093745548260012,1.9216086092103644,-0.27920334451380313,STABLE,
139,4.637,,STANDING,,178.64414898871294,0.8561386737695613,1.8703848787729436,-1.5587682116307633,STABLE,
140,4.671,,STANDING,,178.4958788529962,0.781924599111222,1.830707391014514,-4.448104071501859,STABLE,
141,4.704,,STANDING,,178.32419691788988,0.7149158243771774,1.8099915173888423,-5.15045805319005,DESCENT,
142,4.738,,STANDING,,178.15840592828818,0.6407422380390415,1.7736895696637898,-4.973729688051094,STABLE,
143,4.771,,STANDING,,177.9652600150842,0.603914468378246,1.783904258654233,-5.79437739611933,DESCENT,
144,4.804,,STANDING,,177.34321822950625,0.4839470782186604,1.8446689451630216,-18.661253567338463,DESCENT,
145,4.838,,STANDING,,177.04238355765966,0.4509220179023089,1.884917719586696,-9.025040155397619,DESCENT,
146,4.871,,STANDING,,176.80094296416922,0.405805154377074,1.917410375275082,-7.24321780471314,DESCENT,
147,4.904,,STANDING,,176.60366605410118,0.3976585380628656,1.9774738906702451,-5.918307302041228,DESCENT,
148,4.938,,STANDING,,176.4269195935255,0.3375807570542421,1.976161760561793,-5.30239381727057,DESCENT,
149,4.971,,STANDING,,176.70918672472155,0.3904839846158301,1.9543866566250057,8.468013935881515,BOTTOM,
150,5.005,,STANDING,,176.87628096386143,0.4191074617426927,1.9619989927736907,5.012827174196559,ASCENT,
151,5.038,,STANDING,,177.01699145005765,0.4858678642214006,2.000656201633712,4.221314585886375,STABLE,
152,5.071,,STANDING,,176.64850537909192,0.453068616897172,2.088384327803939,-11.054582128971902,DESCENT,
153,5.105,,STANDING,,176.36847803603354,0.4986667917346315,2.258189066470692,-8.400820291751359,DESCENT,
154,5.138,,STANDING,,176.40238078403087,0.6704891962191407,2.471710246700656,1.0170824399199319,BOTTOM,
155,5.171,,STANDING,,176.34479723219823,0.8399592303780283,2.732232290643224,-1.7275065549790725,STABLE,
156,5.205,,STANDING,,176.2822111066602,1.000879246288822,2.98742372284549,-1.8775837661405603,STABLE,
157,5.238,,STANDING,,176.7276410515451,1.3002586955546007,3.2659286739184545,13.362898346546785,BOTTOM,
158,5.271,,STANDING,,177.11076678210333,1.581693951063913,3.546746545197521,11.493771916746596,ASCENT,
159,5.305,,STANDING,,177.1657189910435,1.7398878388249015,3.796534946985271,1.6485662682049451,STABLE,
160,5.338,,STANDING,,177.1339503968084,1.7308008442271337,3.886201143725143,-0.9530578270531009,STABLE,
161,5.372,,STANDING,,177.09399108181643,1.674445101653578,3.925455423590271,-1.198779449758831,STABLE,
162,5.405,,STANDING,,177.00174452367062,1.4828901210619254,3.804622697186738,-2.767396744374082,STABLE,
163,5.438,,STANDING,,176.76862497337908,1.0935361846520348,3.470692017782844,-6.993586508746432,DESCENT,
164,5.472,,STANDING,,176.33864535908484,0.9152380338160666,2.927814556196604,-12.899388428827194,DESCENT,
165,5.505,,STANDING,,175.6782166531285,1.1985235478323275,2.172092901375115,-19.81286117869047,DESCENT,
166,5.538,,STANDING,,174.53068678664772,2.022089233095144,1.906286572101292,-34.425895994423,DESCENT,
167,5.572,,STANDING,,172.80646845808766,3.6084176155933454,2.30003943501418,-51.72654985680168,DESCENT,
168,5.605,,STANDING,,170.64609727260097,5.97683053271669,3.454283294928726,-64.81113556460087,DESCENT,
169,5.638,,STANDING,,167.87091517150822,8.949595526039072,5.571148923675515,-83.25546303278259,DESCENT,
170,5.672,,STANDING,,164.73173655435463,12.292689585960538,8.68692393262253,-94.1753585146077,DESCENT,
171,5.705,,STANDING,,160.67488915546772,16.09973724941234,11.959242207922212,-121.70542196660705,DESCENT,
172,5.739,1.0,DESCENDING,START,155.82525544270177,20.20713160460792,15.174522528141376,-145.4890113829785,DESCENT,0.0
173,5.772,1.0,DESCENDING,START,150.68221221504214,24.382876434287034,18.176535197800387,-154.29129682978896,DESCENT,1.6768292682927015
174,5.805,1.0,DESCENDING,START,145.36125190935985,28.60071790880388,20.82989802298706,-159.62880917046874,DESCENT,3.3536585365853577
175,5.839,1.0,DESCENDING,START,139.92834611178225,32.805023804266355,23.17877039851088,-162.98717392732812,DESCENT,5.081300813008157
176,5.872,1.0,DESCENDING,START,135.1660444443263,36.475695051849456,25.17921009576901,-142.8690500236783,DESCENT,6.758130081300813
177,5.905,1.0,DESCENDING,START,130.999313030187,39.55392075884569,26.957603384158592,-125.00194242417876,DESCENT,8.434959349593516
178,5.939,1.0,DESCENDING,START,126.92160688030287,42.295042401376406,28.54587368072304,-122.33118449652409,DESCENT,10.16260162601627
179,5.972,1.0,DESCENDING,START,123.14240808814604,44.68636956017603,29.963531224409557,-113.375963764705,DESCENT,11.83943089430897
180,6.006,1.0,DESCENDING,START,119.71794019912883,46.82972385534525,31.204783283354004,-102.73403667051625,DESCENT,13.567073170731724
181,6.039,1.0,DESCENDING,START,116.20738631411102,49.04106231604354,32.24780194874377,-105.3166165505344,DESCENT,15.243902439024382
182,6.072,1.0,DESCENDING,START,113.3041934275549,51.17300581466709,33.253947354436455,-87.09578659668338,DESCENT,16.92073170731708
183,6.106,1.0,DESCENDING,START,110.52279311920115,53.39842298924631,34.241652168419826,-83.44200925061259,DESCENT,18.648373983739837
184,6.139,1.0,DESCENDING,START,108.5485136829912,55.29847998064811,35.276275293137,-59.228383086298635,DESCENT,20.32520325203254
185,6.172,1.0,DESCENDING,START,106.46622527490908,57.37345639074581,36.22977208830319,-62.468652242463634,DESCENT,22.002032520325194
186,6.206,1.0,DESCENDING,START,104.81559848473364,59.41535024633227,37.32837227536798,-49.51880370526311,DESCENT,23.729674796747993
187,6.239,1.0,DESCENDING,START,103.8804828548236,61.213204881328025,38.389597007728206,-28.053468897301315,DESCENT,25.406504065040654
188,6.272,1.0,DESCENDING,START,103.30274826206156,62.8496797094572,39.44498900054348,-17.33203778286125,DESCENT,27.083333333333353
189,6.306,1.0,DESCENDING,START,102.84510201092102,64.51765404691363,40.30617842274584,-13.729387534215931,DESCENT,28.810975609756106
190,6.339,1.0,DESCENDING,START,102.95325268636186,65.54376104823632,41.15128369097217,3.2445202632251835,BOTTOM,30.487804878048806
191,6.373,1.0,DESCENDING,START,103.83406114687594,66.18279566918784,41.93415217087551,26.424253815422247,ASCENT,32.21544715447156
192,6.406,1.0,DESCENDING,START,107.417289786197,66.97795864871586,42.64698103382271,107.49685917963191,ASCENT,33.89227642276422
193,6.439,1.0,DESCENDING,START,110.39338191554988,68.1202322386619,43.23473651037268,89.28276388058634,ASCENT,35.56910569105692
194,6.473,1.0,DESCENDING,START,112.57509928416316,69.55226400763635,43.7207397479384,65.45152105839833,ASCENT,37.296747967479675
195,6.506,1.0,DESCENDING,START,113.11876476052744,71.21317676832874,44.17159540562172,16.309964290928463,ASCENT,38.973577235772375
196,6.539,1.0,DESCENDING,START,111.78532011802956,72.94407810523401,44.51526553739304,-40.00333927493642,DESCENT,40.65040650406503
197,6.573,1.0,DESCENDING,START,106.3657541203314,74.55528343275375,44.75378937853037,-162.58697993094472,DESCENT,42.37804878048783
198,6.606,1.0,DESCENDING,START,101.36884850362318,75.56854136082677,44.99817204510855,-149.90716850124656,DESCENT,44.05487804878049
199,6.639,1.0,DESCENDING,START,96.5679446705345,76.17783514775712,45.28202892755242,-144.02711499266047,DESCENT,45.73170731707319
200,6.673,1.0,DESCENDING,START,93.17947675918322,76.45546835397656,45.512236743552826,-101.65403734053854,DESCENT,47.45934959349594
201,6.706,1.0,DESCENDING,START,91.13739190767302,76.56512161936456,45.64351838808216,-61.2625455453059,DESCENT,49.13617886178864
202,6.74,1.0,DESCENDING,START,90.26198623604218,76.3812019969546,45.74643860610809,-26.26217014892532,DESCENT,50.86382113821139
203,6.773,1.0,BOTTOM,BOTTOM,89.98081430218342,76.11573104728326,45.77283895260829,-8.435158015762738,DESCENT,52.54065040650405
204,6.806,1.0,ASCENDING,ASCENT,90.30087500409088,75.78005339748229,45.70384022103884,9.601821057223958,BOTTOM,54.217479674796756
205,6.84,1.0,ASCENDING,ASCENT,90.82462171436416,75.4967314317299,45.38443237041096,15.712401308198167,ASCENT,55.94512195121951
206,6.873,1.0,ASCENDING,ASCENT,92.37325567560052,74.51755186027856,44.965547587017,46.459018837090866,ASCENT,57.62195121951221
207,6.906,1.0,ASCENDING,ASCENT,95.31181637461118,73.21792026731381,44.42159691124604,88.15682097031996,ASCENT,59.29878048780487
208,6.94,1.0,ASCENDING,ASCENT,98.47874108663272,71.39299559479306,43.72310470146603,95.00774136064621,ASCENT,61.026422764227675
209,6.973,1.0,ASCENDING,ASCENT,102.712074720743,68.70070675464788,42.70525120109413,127.00000902330842,ASCENT,62.70325203252033
210,7.007,1.0,ASCENDING,ASCENT,106.85400714163616,65.76572391318454,41.53451965279272,124.25797262679467,ASCENT,64.43089430894308
211,7.04,1.0,ASCENDING,ASCENT,110.76089939188232,62.51459135652605,40.261380945248426,117.20676750738477,ASCENT,66.10772357723577
212,7.073,1.0,ASCENDING,ASCENT,112.9217352544063,59.49201408093345,38.80332729787326,64.82507587571945,ASCENT,67.78455284552848
213,7.107,1.0,ASCENDING,ASCENT,114.7980730260518,56.43096608405392,37.06750408797764,56.29013314936486,ASCENT,69.51219512195124
214,7.14,1.0,ASCENDING,ASCENT,115.13043897276272,53.85239692097901,35.28715255048279,9.97097840132767,ASCENT,71.18902439024389
215,7.173,1.0,ASCENDING,ASCENT,116.05078997970858,50.92893842630529,33.51650877713446,27.610530208375934,ASCENT,72.8658536585366
216,7.207,1.0,ASCENDING,ASCENT,116.75135548034216,48.474248153662565,31.58080981033301,21.016965019007188,ASCENT,74.59349593495935
217,7.24,1.0,ASCENDING,ASCENT,117.9348966902444,45.91413833227297,29.626150816119765,35.506236297067346,ASCENT,76.27032520325206
218,7.273,1.0,ASCENDING,ASCENT,119.47931464581085,43.47345678525299,27.648658196377284,46.332538666993344,ASCENT,77.9471544715447
219,7.307,1.0,ASCENDING,ASCENT,121.76355520180694,40.83225284252587,25.542637926583684,68.52721667988277,ASCENT,79.6747967479675
220,7.34,1.0,ASCENDING,ASCENT,123.94037299627853,38.415976809978,23.33188854834924,65.30453383414766,ASCENT,81.35162601626016
221,7.374,1.0,ASCENDING,ASCENT,126.68654815348422,35.75420887977275,21.06682679868649,82.38525471617095,ASCENT,83.07926829268291
222,7.407,1.0,ASCENDING,ASCENT,129.4765222751648,33.001833266471,18.61789291940332,83.69922365041717,ASCENT,84.75609756097562
223,7.44,1.0,ASCENDING,ASCENT,132.4336161062355,30.195635793385343,16.251035064040426,88.7128149321208,ASCENT,86.43292682926833
224,7.474,1.0,ASCENDING,ASCENT,135.9780165922201,27.20461832305063,13.989588245129974,106.33201457953788,ASCENT,88.16056910569108
225,7.507,1.0,ASCENDING,ASCENT,139.59353873965026,24.189192066404864,11.87818843965194,108.46566442290509,ASCENT,89.83739837398373
226,7.54,1.0,ASCENDING,ASCENT,143.05600528387336,21.44212784709905,9.95437401669942,103.87399632669315,ASCENT,91.51422764227644
227,7.574,1.0,ASCENDING,ASCENT,147.15011494928035,18.516574140994027,8.181426610457663,122.82328996220969,ASCENT,93.24186991869918
228,7.607,1.0,ASCENDING,ASCENT,151.51171509562005,15.480379573668484,6.405408792843477,130.8480043901909,ASCENT,94.91869918699189
229,7.64,1.0,ASCENDING,ASCENT,155.73722931336215,12.618473438764356,4.79310134270536,126.76542653226306,ASCENT,96.59552845528454
230,7.674,1.0,ASCENDING,ASCENT,160.0877345003143,9.693646332926829,3.220988570230852,130.51515560856444,ASCENT,98.32317073170735
231,7.707,1.0,ASCENDING,ASCENT,164.11416396416524,6.953515076618096,2.177724291707064,120.79288391552836,ASCENT,100.0
232,7.741,,STANDING,END,167.48916350030564,4.613833893065743,1.6814547984845496,101.2499860842118,ASCENT,
233,7.774,,STANDING,END,170.09729232740796,2.8030860537089834,1.6788058933714598,78.24386481306959,ASCENT,
234,7.807,,STANDING,END,171.79742431014068,1.540153993796512,2.107135828372282,51.00395948198184,ASCENT,
235,7.841,,STANDING,END,173.02012550829457,0.932781636891068,2.9609884085095706,36.68103594461655,ASCENT,
236,7.874,,STANDING,END,173.73335189702394,0.7124633720639716,3.6592338303382896,21.396791661881025,ASCENT,
237,7.907,,STANDING,END,173.97671358890983,0.7722659480402498,4.187645316288546,7.3008507565768355,ASCENT,
238,7.941,,STANDING,END,174.13496946248364,1.0081124603944331,4.694466065408932,4.7476762072142265,STABLE,
239,7.974,,STANDING,END,174.28686525048658,1.316686026672003,5.109874458510273,4.556873640088384,STABLE,
240,8.008,,STANDING,END,174.38554452268278,1.5622666608936573,5.433287983928111,2.9603781658857997,STABLE,
241,8.041,,STANDING,END,174.57935526390995,1.8191393141035512,5.701346599754771,5.8143222368150305,ASCENT,
242,8.074,,STANDING,END,174.86818749803282,2.0695010143845005,5.929557502605227,8.664967023686359,ASCENT,
243,8.108,,STANDING,END,175.12391584337692,2.2488493074692903,6.066895735165938,7.671850360322878,ASCENT,
244,8.141,,STANDING,END,175.31582345450175,2.343650489270237,6.12168981019768,5.75722833374499,ASCENT,
