ROM,Stability,Tempo,Trunk,Score,squat_id
82.27296936364165,90.83096584978809,89.58333333333333,0,69.41994740638826,1.0
93.65225782480452,90.7462587066399,87.03703703703704,0,72.87226232274897,2.0
96.93203437837509,90.6277192267978,94.23076923076923,0,75.42929568528459,3.0
100.0,87.97996947451722,0.0,0,56.994992368629305,4.0
83.86273454726614,91.12519233087004,59.52380952380953,0,64.03801707902257,5.0
94.31946996193362,89.81157318192112,0.0,0,55.46470778215704,6.0
89.6163743196063,89.70259847290555,11.42857142857143,0,56.077094915802874,7.0
